,learning times,layer,node,learning rate,gene number,train_acc,test_acc
0,1000,3,500 500 50,0.005,40,0.9721423983573914,0.9465000033378601
1,1000,4,500 500 500 50,0.005,40,0.5407869815826416,0.5235000252723694
