file_name,barcode,sample_id
9df25fe5-9aa3-4097-ad77-dd0139716b59.FPKM-UQ.txt,TARGET-30-PAPEAV-01A,1
9df25fe5-9aa3-4097-ad77-dd0139716b59.htseq.counts,TARGET-30-PAPEAV-01A,1
9df25fe5-9aa3-4097-ad77-dd0139716b59.FPKM.txt,TARGET-30-PAPEAV-01A,1
7e182ed6-c8aa-4185-a6f5-d351a98b7608.htseq.counts,TARGET-30-PAPEFE-01A,1
7e182ed6-c8aa-4185-a6f5-d351a98b7608.FPKM.txt,TARGET-30-PAPEFE-01A,1
7e182ed6-c8aa-4185-a6f5-d351a98b7608.FPKM-UQ.txt,TARGET-30-PAPEFE-01A,1
f7541bf7-73bc-4163-af01-3fea29027a16.htseq.counts,TARGET-30-PAPHPE-01A,1
f7541bf7-73bc-4163-af01-3fea29027a16.FPKM-UQ.txt,TARGET-30-PAPHPE-01A,1
f7541bf7-73bc-4163-af01-3fea29027a16.FPKM.txt,TARGET-30-PAPHPE-01A,1
f9ea6862-a705-4bd5-af11-16a683364b25.FPKM-UQ.txt,TARGET-30-PAPICY-01A,1
f9ea6862-a705-4bd5-af11-16a683364b25.FPKM.txt,TARGET-30-PAPICY-01A,1
f9ea6862-a705-4bd5-af11-16a683364b25.htseq.counts,TARGET-30-PAPICY-01A,1
671c70da-e21e-4dd6-bcbd-6ed30fb78278.htseq.counts,TARGET-30-PAPKWN-01A,1
671c70da-e21e-4dd6-bcbd-6ed30fb78278.FPKM.txt,TARGET-30-PAPKWN-01A,1
671c70da-e21e-4dd6-bcbd-6ed30fb78278.FPKM-UQ.txt,TARGET-30-PAPKWN-01A,1
0fc262f2-9c2e-4f28-af3f-337fccc68465.htseq.counts,TARGET-30-PAPKXS-01A,1
0fc262f2-9c2e-4f28-af3f-337fccc68465.FPKM-UQ.txt,TARGET-30-PAPKXS-01A,1
0fc262f2-9c2e-4f28-af3f-337fccc68465.FPKM.txt,TARGET-30-PAPKXS-01A,1
e3eabcbe-d0e8-42a2-8533-2abbfcb84b20.FPKM-UQ.txt,TARGET-30-PAPLSD-01A,1
e3eabcbe-d0e8-42a2-8533-2abbfcb84b20.FPKM.txt,TARGET-30-PAPLSD-01A,1
e3eabcbe-d0e8-42a2-8533-2abbfcb84b20.htseq.counts,TARGET-30-PAPLSD-01A,1
44643665-e3b2-4d0d-990b-c1ef6c50b00b.FPKM-UQ.txt,TARGET-30-PAPTAN-01A,1
44643665-e3b2-4d0d-990b-c1ef6c50b00b.FPKM.txt,TARGET-30-PAPTAN-01A,1
44643665-e3b2-4d0d-990b-c1ef6c50b00b.htseq.counts,TARGET-30-PAPTAN-01A,1
301b4e88-545d-4c7e-9422-7faa968942fd.htseq.counts,TARGET-30-PAPTCR-01A,1
301b4e88-545d-4c7e-9422-7faa968942fd.FPKM-UQ.txt,TARGET-30-PAPTCR-01A,1
301b4e88-545d-4c7e-9422-7faa968942fd.FPKM.txt,TARGET-30-PAPTCR-01A,1
5f27bcfe-5da2-4d45-ae08-1dd7612610e9.htseq.counts,TARGET-30-PAPTDH-01A,1
5f27bcfe-5da2-4d45-ae08-1dd7612610e9.FPKM-UQ.txt,TARGET-30-PAPTDH-01A,1
5f27bcfe-5da2-4d45-ae08-1dd7612610e9.FPKM.txt,TARGET-30-PAPTDH-01A,1
2fe4059e-31ea-4500-ab59-6e0219d5158b.htseq.counts,TARGET-30-PAPTFZ-01A,1
2fe4059e-31ea-4500-ab59-6e0219d5158b.FPKM.txt,TARGET-30-PAPTFZ-01A,1
2fe4059e-31ea-4500-ab59-6e0219d5158b.FPKM-UQ.txt,TARGET-30-PAPTFZ-01A,1
4194ec92-38f7-4449-b698-95da75eae017.FPKM.txt,TARGET-30-PAPTLV-01A,1
4194ec92-38f7-4449-b698-95da75eae017.FPKM-UQ.txt,TARGET-30-PAPTLV-01A,1
4194ec92-38f7-4449-b698-95da75eae017.htseq.counts,TARGET-30-PAPTLV-01A,1
753eb36e-4e92-49ed-b563-5e0b8635b30c.FPKM.txt,TARGET-30-PAPUAR-01A,1
753eb36e-4e92-49ed-b563-5e0b8635b30c.htseq.counts,TARGET-30-PAPUAR-01A,1
753eb36e-4e92-49ed-b563-5e0b8635b30c.FPKM-UQ.txt,TARGET-30-PAPUAR-01A,1
305357aa-30a7-458f-a023-ede757d64591.htseq.counts,TARGET-30-PAPUEB-01A,1
305357aa-30a7-458f-a023-ede757d64591.FPKM-UQ.txt,TARGET-30-PAPUEB-01A,1
305357aa-30a7-458f-a023-ede757d64591.FPKM.txt,TARGET-30-PAPUEB-01A,1
b1893955-2d73-4d1f-967a-22664fbd494b.FPKM.txt,TARGET-30-PAPUWY-01A,1
b1893955-2d73-4d1f-967a-22664fbd494b.FPKM-UQ.txt,TARGET-30-PAPUWY-01A,1
b1893955-2d73-4d1f-967a-22664fbd494b.htseq.counts,TARGET-30-PAPUWY-01A,1
c863478e-1746-43f1-8e1e-d87e0cc101ef.FPKM.txt,TARGET-30-PAPVFD-01A,1
c863478e-1746-43f1-8e1e-d87e0cc101ef.FPKM-UQ.txt,TARGET-30-PAPVFD-01A,1
c863478e-1746-43f1-8e1e-d87e0cc101ef.htseq.counts,TARGET-30-PAPVFD-01A,1
391324ba-9289-4a11-854d-1602da0094d1.FPKM-UQ.txt,TARGET-30-PAPVRN-01A,1
391324ba-9289-4a11-854d-1602da0094d1.FPKM.txt,TARGET-30-PAPVRN-01A,1
391324ba-9289-4a11-854d-1602da0094d1.htseq.counts,TARGET-30-PAPVRN-01A,1
3bd0d901-5f08-48c3-91b6-27acd103e6b6.htseq.counts,TARGET-30-PAPVXS-01A,1
3bd0d901-5f08-48c3-91b6-27acd103e6b6.FPKM-UQ.txt,TARGET-30-PAPVXS-01A,1
3bd0d901-5f08-48c3-91b6-27acd103e6b6.FPKM.txt,TARGET-30-PAPVXS-01A,1
43aeaf6a-3f84-41d2-9cd7-a6ead15aa241.htseq.counts,TARGET-30-PAPZYP-01A,1
43aeaf6a-3f84-41d2-9cd7-a6ead15aa241.FPKM.txt,TARGET-30-PAPZYP-01A,1
43aeaf6a-3f84-41d2-9cd7-a6ead15aa241.FPKM-UQ.txt,TARGET-30-PAPZYP-01A,1
afa10943-b0b6-49f9-8706-6ee5da9c6454.FPKM.txt,TARGET-30-PAPZYZ-01A,1
afa10943-b0b6-49f9-8706-6ee5da9c6454.htseq.counts,TARGET-30-PAPZYZ-01A,1
afa10943-b0b6-49f9-8706-6ee5da9c6454.FPKM-UQ.txt,TARGET-30-PAPZYZ-01A,1
9b93ed0a-1316-4dd4-bfd8-b6807927a7ad.FPKM.txt,TARGET-30-PARACM-01A,1
9b93ed0a-1316-4dd4-bfd8-b6807927a7ad.htseq.counts,TARGET-30-PARACM-01A,1
9b93ed0a-1316-4dd4-bfd8-b6807927a7ad.FPKM-UQ.txt,TARGET-30-PARACM-01A,1
ac395ca9-205e-45fd-89c1-d7676306e624.FPKM.txt,TARGET-30-PARACS-01A,1
ac395ca9-205e-45fd-89c1-d7676306e624.FPKM-UQ.txt,TARGET-30-PARACS-01A,1
ac395ca9-205e-45fd-89c1-d7676306e624.htseq.counts,TARGET-30-PARACS-01A,1
4803fc06-e2de-44aa-b76e-f8fe9308c18d.FPKM.txt,TARGET-30-PARAMT-01A,1
4803fc06-e2de-44aa-b76e-f8fe9308c18d.FPKM-UQ.txt,TARGET-30-PARAMT-01A,1
4803fc06-e2de-44aa-b76e-f8fe9308c18d.htseq.counts,TARGET-30-PARAMT-01A,1
7cccad17-8596-4032-9433-e293f2044d79.FPKM.txt,TARGET-30-PARBAJ-01A,1
7cccad17-8596-4032-9433-e293f2044d79.htseq.counts,TARGET-30-PARBAJ-01A,1
7cccad17-8596-4032-9433-e293f2044d79.FPKM-UQ.txt,TARGET-30-PARBAJ-01A,1
2546775a-bcc8-4983-ae23-f03491e3a27d.FPKM.txt,TARGET-30-PARBGP-01A,1
