,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9695723652839661,60,0.9572368264198303,0.9932496547698975
1,0.959967315196991,60,0.9575510025024414,0.9918639063835144
2,0.9779474139213562,60,0.9567796587944031,0.99183589220047
3,0.9623609781265259,60,0.9555555582046509,0.9922707080841064
4,0.9631533622741699,60,0.9597257971763611,0.9926923513412476
