,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9695723652839661,50,0.9498355388641357,0.9891361594200134
1,0.9632353186607361,50,0.9575510025024414,0.9921808838844299
2,0.9770992398262024,50,0.9601694941520691,0.9915218949317932
3,0.9615055322647095,50,0.9598290324211121,0.9920618534088135
4,0.9717223644256592,50,0.9597257971763611,0.9911264181137085
