,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9662829041481018,90,0.9523026347160339,0.9937770366668701
1,0.9583333134651184,90,0.9518367052078247,0.990278959274292
2,0.9703138470649719,90,0.9542372822761536,0.9912078976631165
3,0.958939254283905,90,0.9615384340286255,0.9886149764060974
4,0.9640102982521057,90,0.9460154175758362,0.9869506359100342
