,gene_names,weighted_max,weighted_sum
0,XIST,0.23648756742477417,2.496873140335083
1,HLA-DRB4 /// LOC100509582,0.12811605632305145,1.114896535873413
2,CMPK2,0.12382940948009491,-10.181873321533203
3,MMP1,0.12638109922409058,11.238868713378906
4,RPS4Y1,0.1285259872674942,0.26510506868362427
5,IGHA1 /// IGHA2 /// LOC100126583,0.07418517768383026,1.5631200075149536
6,IL8,0.0746556967496872,-12.799583435058594
7,EGFR,0.08222338557243347,-10.332315444946289
8,CHI3L1,0.09813985973596573,-0.8187434673309326
9,CCL20,0.10423707216978073,14.562434196472168
10,KRT19,0.13616959750652313,-2.1178040504455566
11,LYZ,0.14046898484230042,10.658023834228516
12,LUM,0.13169541954994202,2.103555679321289
13,HLA-DQA1,0.08855702728033066,6.616954803466797
14,C9orf117,0.06050775200128555,-9.580240249633789
15,CARD16,0.11487597227096558,-14.659109115600586
16,MGC34034,0.07106578350067139,-5.633970260620117
17,GJA1,0.06726249307394028,-12.561519622802734
18,IFIT1,0.19468773901462555,-10.256919860839844
19,HLA-DRA,0.09136159718036652,6.89217472076416
20,S100A8,0.09680040925741196,1.3604531288146973
21,COL1A1,0.08932467550039291,-12.464838027954102
22,SPARC,0.10753799974918365,-16.33493423461914
23,LRRC25,0.08210205286741257,-1.5260450839996338
24,EIF1AY,0.17699192464351654,8.267440795898438
25,COL3A1,0.06095046550035477,1.5445644855499268
26,SEPP1,0.07565172016620636,-11.481250762939453
27,CTGF,0.06739617139101028,-14.090799331665039
28,HLA-DPA1,0.07578819245100021,-0.7400152087211609
29,CCL5,0.09798263758420944,8.433467864990234
30,MGP,0.13498657941818237,4.348380088806152
31,HLA-DQA1 /// HLA-DQA2,0.09060555696487427,11.622696876525879
32,MAL2,0.12062161415815353,-5.022212028503418
33,EPCAM,0.11250421404838562,-8.347672462463379
34,PTX3,0.1329987496137619,2.0227489471435547
35,COL6A3,0.05237354338169098,-1.2438642978668213
36,HLA-DQB1,0.21268200874328613,11.93985366821289
37,ANK3,0.15137039124965668,-7.183638095855713
38,SERPINA1,0.07107263058423996,5.090262413024902
39,IGJ,0.0689556822180748,10.363238334655762
40,EFEMP1,0.09065904468297958,-13.527122497558594
41,PLAC8,0.0845712274312973,-7.36199951171875
42,COL1A2,0.10781443864107132,-0.0006688907742500305
43,TSPAN8,0.1128414124250412,0.3791131377220154
44,CXCL1,0.11288782954216003,0.4610602557659149
45,DSP,0.16733403503894806,-8.514789581298828
46,ALDH1A1,0.12127690017223358,1.7878139019012451
47,AGR2,0.09391720592975616,-0.779515266418457
48,CYTL1,0.0863470584154129,15.034706115722656
49,CD24,0.08673174679279327,-13.92654037475586
50,CCL2,0.1304425746202469,2.198399543762207
51,NNMT,0.05101916939020157,-17.72297477722168
52,TGFBI,0.05267135426402092,-13.317724227905273
53,S100A9,0.10393327474594116,5.5130109786987305
54,UGT2B17,0.15269146859645844,15.044591903686523
55,DKK1,0.09919853508472443,-8.589488983154297
56,HBA1 /// HBA2,0.07271411269903183,2.7727837562561035
57,IGFBP3,0.07924507558345795,-18.82595443725586
58,CTHRC1,0.13745135068893433,-7.400835037231445
59,S100P,0.19195665419101715,-15.29959487915039
60,KRT18,0.06918599456548691,-12.73078727722168
61,MAGEA6,0.11611371487379074,-2.498819351196289
62,CXCL13,0.08623445779085159,14.469991683959961
63,CSTA,0.1047922670841217,-6.102001190185547
64,IGHG1 /// IGHG2 /// IGHM /// IGHV4-31,0.0810943990945816,6.751485824584961
65,C16orf54,0.09831197559833527,11.536373138427734
66,GREM1,0.13391226530075073,9.982738494873047
67,IGL@,0.06684516370296478,0.20240098237991333
68,IGFBP7,0.07229401171207428,-14.21403694152832
69,LOC647979,0.130373015999794,-9.218950271606445
70,C8orf4,0.09848586469888687,10.524166107177734
71,CD52,0.0878470316529274,4.864072799682617
72,TIMP1,0.04300300404429436,-14.676493644714355
73,TFPI2,0.2733888626098633,7.6148552894592285
74,MAGEA3,0.11985822767019272,-3.1281752586364746
75,SPARCL1,0.1396218091249466,4.333246231079102
76,CXCL14,0.10544237494468689,11.63962173461914
77,CLCN7,0.13153764605522156,-25.618270874023438
78,TM4SF1,0.07020529359579086,-13.152665138244629
79,CYR61,0.07054295390844345,-13.800203323364258
80,DCN,0.14743588864803314,2.021099805831909
81,C15orf48,0.24407748878002167,11.244321823120117
82,HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4,0.05765681341290474,-10.162415504455566
83,CDH2,0.0770990252494812,-8.918485641479492
84,S100A6,0.06730171293020248,-13.903715133666992
85,HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5,0.07901676744222641,-10.684288024902344
86,IGFBP2,0.12830384075641632,-9.974496841430664
87,PPBP,0.07842964679002762,15.058722496032715
88,SLC40A1,0.07520181685686111,-12.197612762451172
89,PLS3,0.07083087414503098,-14.080039978027344
90,ID4,0.0826602578163147,0.19791215658187866
91,MGST1,0.0759470984339714,-11.209747314453125
92,CAV1,0.06673387438058853,-12.8502197265625
93,HLA-DRB1,0.08944689482450485,-12.332658767700195
94,LOC386597,0.08341863751411438,-15.40993881225586
95,TYROBP,0.06977475434541702,7.6390509605407715
96,IGLC7 /// IGLV1-44,0.09094653278589249,2.523149251937866
97,CA2,0.11389600485563278,-1.390310287475586
98,FSTL1,0.08950715512037277,-12.245885848999023
99,COL12A1,0.07731544971466064,-12.48377799987793
100,GMFG,0.07683967798948288,4.764863967895508
101,AKR1B10,0.1943521350622177,-3.074402093887329
102,SERPINB2,0.13155899941921234,7.855926990509033
103,IGLC7 /// IGLV1-44 /// LOC100290481,0.07246637344360352,-13.021756172180176
104,CD69,0.08170230686664581,10.608445167541504
105,ITM2A,0.10048120468854904,11.365760803222656
106,HLA-DRB4,0.12673383951187134,12.735116958618164
107,COL4A1,0.1018437072634697,-11.395340919494629
108,COL4A2,0.09319347143173218,-8.83033561706543
109,CD14,0.07731086760759354,8.19875717163086
110,BCL2A1,0.10923738777637482,8.675612449645996
111,TNC,0.08230557292699814,-5.144654750823975
112,ANXA1,0.07565084099769592,-13.153877258300781
113,MYL9,0.09247838705778122,-4.082693099975586
114,LAPTM5,0.0638054758310318,-9.333046913146973
115,GIMAP6,0.10910508036613464,9.65673828125
116,TPM2,0.0819423496723175,-14.056217193603516
117,EPB41L3,0.22362729907035828,12.226428031921387
118,C10orf116,0.0961439311504364,6.590459823608398
119,AKR1C3,0.08168087154626846,-13.355031967163086
120,AREG,0.09049420058727264,-6.124358177185059
121,LCP2,0.06220006197690964,7.685142517089844
122,PSPH,0.08184250444173813,-17.98508644104004
