,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9745065569877625,10,0.9481908082962036,0.9923003911972046
1,0.9591503143310547,10,0.9534693956375122,0.9887996912002563
2,0.9762510657310486,10,0.9559321999549866,0.9921498894691467
3,0.9666381478309631,10,0.9547008275985718,0.9880927801132202
4,0.9631533622741699,10,0.9520137310028076,0.9829835891723633
