,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9703947305679321,30,0.9555920958518982,0.9930387139320374
1,0.9624183177947998,30,0.9632652997970581,0.9938715100288391
2,0.9754028916358948,30,0.9618644118309021,0.9916265606880188
3,0.9615055322647095,30,0.9547008275985718,0.9904950857162476
4,0.9674378633499146,30,0.9545844197273254,0.9898737072944641
