,gene_index,gene_names,probability_change
0,0,XIST,113.85410495588194
1,1,HLA.DRB4.....LOC100509582,72.89754999789116
2,2,CMPK2,71.14920922163695
3,3,MMP1,72.95013966398916
4,4,RPS4Y1,73.60867773581236
5,5,IGHA1.....IGHA2.....LOC100126583,72.31628394454121
6,6,IL8,73.74341146643266
7,7,EGFR,85.2085117993444
8,8,CHI3L1,68.94029775144693
9,9,CCL20,74.97410262942502
10,10,KRT19,80.95330421707557
11,11,LYZ,75.71318799408115
12,12,LUM,72.23828007080691
13,13,HLA.DQA1,74.69520263450889
14,14,C9orf117,75.07146311974692
15,15,CARD16,74.89282654220025
16,16,MGC34034,80.94216621582324
17,17,GJA1,73.78967274785666
18,18,IFIT1,73.65401901085376
19,19,HLA.DRA,72.45767548326704
20,20,S100A8,83.29269637555942
21,21,COL1A1,72.50509347519957
22,22,SPARC,72.9744471732898
23,23,LRRC25,75.3970570106931
24,24,EIF1AY,83.49503855948177
25,25,COL3A1,73.61291822259004
26,26,SEPP1,71.59054473843209
27,27,CTGF,74.36789738065448
28,28,HLA.DPA1,69.38874713850194
29,29,CCL5,76.97269564743
30,30,MGP,92.0317392869477
31,31,HLA.DQA1.....HLA.DQA2,73.17511482950994
32,32,MAL2,72.84818904586446
33,33,EPCAM,74.29553188224448
34,34,PTX3,76.15293251031319
35,35,COL6A3,86.73734841538682
36,36,HLA.DQB1,88.09309749972525
37,37,ANK3,73.85115964402797
38,38,SERPINA1,72.49273123098156
39,39,IGJ,75.7956551582078
40,40,EFEMP1,72.9749175288247
41,41,PLAC8,73.70471258486543
42,42,COL1A2,73.38559628648844
43,43,TSPAN8,79.05962060301047
44,44,CXCL1,72.83138239010357
45,45,DSP,74.41051497226277
46,46,ALDH1A1,74.45810551073252
47,47,AGR2,74.57619107047749
48,48,CYTL1,75.54445463748688
49,49,CD24,73.12692058807195
50,50,CCL2,76.07073132194306
51,51,NNMT,74.06170513315
52,52,TGFBI,71.08493272658305
53,53,S100A9,73.61342292022267
54,54,UGT2B17,83.4149698761243
55,55,DKK1,74.81628586746608
56,56,HBA1.....HBA2,74.65634686568407
57,57,IGFBP3,76.50869313504565
58,58,CTHRC1,132.56297619317755
59,59,S100P,73.24041659236366
60,60,KRT18,74.40911787262672
61,61,MAGEA6,72.81985221707065
62,62,CXCL13,71.53051771974526
63,63,CSTA,73.11368502016117
64,64,IGHG1.....IGHG2.....IGHM.....IGHV4.31,80.06664583304286
65,65,C16orf54,72.87980922622586
66,66,GREM1,72.89058653343267
67,67,IGL.,80.96971982453232
68,68,IGFBP7,73.97937873202852
69,69,LOC647979,75.35347166932242
70,70,C8orf4,74.42382307849239
71,71,CD52,73.93685003945511
72,72,TIMP1,72.80196376473505
73,73,TFPI2,86.32255034940233
74,74,MAGEA3,73.12530774510499
75,75,SPARCL1,82.14302054484249
76,76,CXCL14,73.25407187324909
77,77,CLCN7,72.35974393338577
78,78,TM4SF1,78.34863641606049
79,79,CYR61,73.0085037168608
80,80,DCN,77.70524115188957
81,81,C15orf48,104.98140247933163
82,82,HLA.DRB1.....HLA.DRB3.....HLA.DRB4,71.68554912295077
83,83,CDH2,72.71024577329946
84,84,S100A6,79.50506678806809
85,85,HLA.DRB1.....HLA.DRB4.....HLA.DRB5,74.09754661981178
86,86,IGFBP2,74.79448140159931
87,87,PPBP,72.39196828683063
88,88,SLC40A1,75.86121951135613
89,89,PLS3,73.03216784516414
90,90,ID4,71.6267396532866
91,91,MGST1,72.57389720137213
92,92,CAV1,73.40647747959571
93,93,HLA.DRB1,73.26117909132496
94,94,LOC386597,73.88868010741346
95,95,TYROBP,76.8981251773133
96,96,IGLC7.....IGLV1.44,74.03327548884737
97,97,CA2,73.78958608265376
98,98,FSTL1,72.72430208859578
99,99,COL12A1,72.65819818999142
100,100,GMFG,74.97825523606606
101,101,AKR1B10,72.88869224055124
102,102,SERPINB2,75.18458912806278
103,103,IGLC7.....IGLV1.44.....LOC100290481,76.20879256964922
104,104,CD69,76.12056182677318
105,105,ITM2A,82.40718621114276
106,106,HLA.DRB4,75.79833640130605
107,107,COL4A1,72.41414888333092
108,108,COL4A2,72.10088293483878
109,109,CD14,72.1865300253759
110,110,BCL2A1,71.59283338252776
111,111,TNC,76.57762658893755
112,112,ANXA1,78.37369151406475
113,113,MYL9,74.97358250041249
114,114,LAPTM5,76.17853177998072
115,115,GIMAP6,72.2937573379259
116,116,TPM2,72.58773445358084
117,117,EPB41L3,121.54561439307668
118,118,C10orf116,75.67150132052504
119,119,AKR1C3,109.3731130823588
120,120,AREG,72.26866839511487
121,121,LCP2,72.7867036279533
122,122,PSPH,91.86358688088895
123,123,COL5A2,71.65450717758841
124,124,EVI2B,73.29410112087974
125,125,HCLS1,70.20862219300487
126,126,FOS,81.09041793983701
127,127,MME,103.06511418901432
128,128,MS4A7,72.2837692864744
129,129,TOX3,73.70705018706646
130,130,GNG11,71.95054796989419
131,131,ZIC2,81.31462508895889
132,132,SCNN1A,73.43246637495146
133,133,ADAMTS1,72.25934448791048
134,134,LAMB1,71.24414940592811
135,135,CYTIP,72.72851446956676
136,136,ID1,78.23200553492558
137,137,HLA.DPB1,70.39249880951802
138,138,ANPEP,74.46866827465796
139,139,LOC100288985,73.91899650146856
140,140,MNDA,72.6309289418784
141,141,ANXA3,73.5301773331059
142,142,VCAN,76.90570654616094
143,143,MET,75.15253003360048
144,144,CCL3.....CCL3L1.....CCL3L3,79.08626041823486
145,145,S100A4,76.2531501957832
146,146,GIMAP7,73.51426687726097
147,147,HLA.DRB1.....HLA.DRB4,74.13003451842292
148,148,CYP24A1,74.50318051325858
149,149,IL13RA2,70.99561066623251
150,150,FABP4,72.80734764389285
151,151,C19orf33,73.37078482338795
152,152,GIMAP2,71.28666873166996
153,153,GJB2,74.23606789907234
154,154,MAFB,71.4671566214864
155,155,FLI1,71.63641655041931
156,156,CCL4,73.7561370715904
157,157,H19,69.56706028875963
158,158,ENPP2,77.0884292962914
159,159,SNAI2,74.28596040342946
160,160,TRBC1.....TRBC2,76.11493293092983
161,161,ALDH1A3,72.12219872752495
162,162,C13orf15,92.26215943645502
163,163,GIMAP4,72.37013414284003
164,164,ARHGAP15,73.03401430278278
165,165,TRIM22,70.27953660216973
166,166,IFI27,73.90171038916714
167,167,KRT81,81.68133003931031
168,168,IL1RN,81.56547477613925
169,169,EVI2A,73.02978163973474
170,170,RNASE6,73.07922196592845
171,171,LOC399959,75.52258271748363
172,172,CECR1,73.5579051978558
173,173,CD36,73.4594404004988
174,174,CRIP1,76.76359996764195
175,175,BIRC3,72.42042992590687
176,176,CDH3,73.00026287938597
177,177,TFEC,73.32596690719275
178,178,TOP2A,79.30192085423143
179,179,IL32,75.56984546731071
180,180,C3,74.85118514033883
181,181,KRT14,76.04180907412587
182,182,FOSB,73.91984774704682
183,183,CSF2RB,74.55144333486949
184,184,IFI44L,74.52074574437391
185,185,NCF2,74.42306758704807
186,186,THBS2,72.4397132533416
187,187,ARMCX2,76.37175694989706
188,188,TUBB2B,73.46505083418312
189,189,GPRC5A,80.03402419496182
190,190,PDK4,79.84562531462
191,191,MPEG1,72.861794518872
192,192,HSPA1A,68.50171808720171
193,193,COL6A2,75.22015582997211
194,194,C11orf96,72.39429646847427
195,195,HLA.DRB1.....HLA.DRB3.....HLA.DRB4.....HLA.DRB5.....LOC100133661.....LOC100294036.....LOC100509582.....LOC100510495.....LOC100510519,72.95032516837472
196,196,CNN3,73.18256972813602
197,197,CD37,72.85856487974218
198,198,SLC2A10,73.22052928736906
199,199,MX1,72.60664887817863
200,200,CD163,72.03421233774655
201,201,RNF128,73.82264360487554
202,202,ZNF548,76.49222345894684
203,203,CFH.....CFHR1,74.11996188453814
204,204,RGS4,71.27943780812959
205,205,LAMA4,73.29483097359129
206,206,DKK3,73.94713430168663
207,207,ESRP1,71.32235633105057
208,208,CXCR4,73.61235529288813
209,209,SNCA,73.32443963577377
210,210,GATA3,77.77728351116693
211,211,GPM6B,75.91719475463924
212,212,KDM5D,75.62435863558619
213,213,CD53,73.75665585674037
214,214,FCER1G,73.39762144243362
215,215,MYOF,76.33610217722821
216,216,IGFBP1,76.55144585320109
217,217,SELL,73.94006176928592
218,218,COL15A1,72.19101390240496
219,219,TAGLN,72.5685438800048
220,220,CLU,73.98651418814387
221,221,TNFSF10,71.99089117971351
222,222,SERPINA3,76.23043652815926
223,223,RND3,71.780417903106
224,224,ITGB2,71.57316853175043
225,225,RAB25,70.89141949073003
226,226,RTN1,72.33648092358703
227,227,SPOCK1,79.92510924741138
