,Calibration_Accuracy,Gene_Elimination,Test_Accuracy,Training_Accuracy
0,0.9753289222717285,40,0.9564144611358643,0.9938824772834778
1,0.9665032625198364,40,0.9591836929321289,0.9936602115631104
2,0.9762510657310486,40,0.9610169529914856,0.9924638867378235
3,0.9674935936927795,40,0.9589743614196777,0.991644024848938
4,0.9674378633499146,40,0.9537274837493896,0.9922747611999512
