,gene_index,gene_names,probability_change
0,0,XIST,37.724346421624844
1,1,HLA.DRB4.....LOC100509582,38.62990471851827
2,2,CMPK2,38.39669755499005
3,3,MMP1,39.699337088601
4,4,RPS4Y1,38.11559339600705
5,5,IGHA1.....IGHA2.....LOC100126583,38.53992176503077
6,6,IL8,39.2799085256929
7,7,EGFR,39.26298751914307
8,8,CHI3L1,38.72572388574653
9,9,CCL20,38.644066033271024
10,10,KRT19,40.38078046140619
11,11,LYZ,39.25302362387612
12,12,LUM,38.2937975541881
13,13,HLA.DQA1,38.46861175955958
14,14,C9orf117,38.998060828911335
15,15,CARD16,38.19332956104443
16,16,MGC34034,38.95993377455129
17,17,GJA1,37.00416357237235
18,18,IFIT1,36.95604593742645
19,19,HLA.DRA,38.385818624995366
20,20,S100A8,39.01090652276803
21,21,COL1A1,37.705484319482125
22,22,SPARC,37.094537933857666
23,23,LRRC25,38.99132599394552
24,24,EIF1AY,39.08027198269087
25,25,COL3A1,38.53790164838307
26,26,SEPP1,38.66725999258747
27,27,CTGF,40.0445664438381
28,28,HLA.DPA1,38.804958331013765
29,29,CCL5,38.472187076117166
30,30,MGP,40.18836356796298
31,31,HLA.DQA1.....HLA.DQA2,37.62193763941099
32,32,MAL2,38.79588216750749
33,33,EPCAM,38.85947173231301
34,34,PTX3,36.48350244758698
35,35,COL6A3,41.1524287279322
36,36,HLA.DQB1,40.900974020916166
37,37,ANK3,38.47610817571342
38,38,SERPINA1,38.88274248315977
39,39,IGJ,39.592151669291766
40,40,EFEMP1,37.1282681655878
41,41,PLAC8,38.6764122847389
42,42,COL1A2,38.970350453273205
43,43,TSPAN8,37.56189379823473
44,44,CXCL1,38.78579023930492
45,45,DSP,36.08005542003421
46,46,ALDH1A1,38.3635259426934
47,47,AGR2,38.57947003990757
48,48,CYTL1,39.019919429796424
49,49,CD24,38.3162682387824
50,50,CCL2,37.64720594519883
51,51,NNMT,40.468352532717404
52,52,TGFBI,37.898527282959456
53,53,S100A9,38.676762880264874
54,54,UGT2B17,40.052767846403526
55,55,DKK1,39.364222225599335
56,56,HBA1.....HBA2,38.73111395897621
57,57,IGFBP3,40.54522014392881
58,58,CTHRC1,45.44446008630198
59,59,S100P,38.41699970986199
60,60,KRT18,38.00496572788656
61,61,MAGEA6,37.913914799218645
62,62,CXCL13,38.07928756847465
63,63,CSTA,38.45881594377137
64,64,IGHG1.....IGHG2.....IGHM.....IGHV4.31,38.70724490824517
65,65,C16orf54,39.00051948427681
66,66,GREM1,38.19700249322161
67,67,IGL.,39.08482103250415
68,68,IGFBP7,40.20840167632222
69,69,LOC647979,38.32955494042287
70,70,C8orf4,38.59857679435552
71,71,CD52,39.59174183946494
72,72,TIMP1,38.582554419761884
73,73,TFPI2,35.99667583247913
74,74,MAGEA3,37.35107806469472
75,75,SPARCL1,37.90246783019168
76,76,CXCL14,38.08086878763619
77,77,CLCN7,38.7543909333296
78,78,TM4SF1,39.18382603221765
79,79,CYR61,40.56597596844877
80,80,DCN,37.289985238600096
81,81,C15orf48,40.21347202694868
82,82,HLA.DRB1.....HLA.DRB3.....HLA.DRB4,38.63338557943645
83,83,CDH2,37.67033434901474
84,84,S100A6,39.05258808998322
85,85,HLA.DRB1.....HLA.DRB4.....HLA.DRB5,38.7652170344593
86,86,IGFBP2,37.10491305183609
87,87,PPBP,38.31416265985423
88,88,SLC40A1,38.723713110594645
89,89,PLS3,38.695236379507165
90,90,ID4,38.49469875698919
91,91,MGST1,38.47480350290698
92,92,CAV1,39.50317685751281
93,93,HLA.DRB1,38.883306148980296
94,94,LOC386597,38.1178918120685
95,95,TYROBP,38.19417077020205
96,96,IGLC7.....IGLV1.44,39.25119309955416
97,97,CA2,38.563228168235995
98,98,FSTL1,39.476504289304565
99,99,COL12A1,39.20411567345489
100,100,GMFG,38.89425788333795
101,101,AKR1B10,38.81621147681706
102,102,SERPINB2,38.15151957556992
103,103,IGLC7.....IGLV1.44.....LOC100290481,39.01419386345941
104,104,CD69,38.46840943140582
105,105,ITM2A,38.54593782305471
106,106,HLA.DRB4,39.19306202553048
107,107,COL4A1,36.757720859040425
108,108,COL4A2,36.6889214707227
109,109,CD14,38.85955717526461
110,110,BCL2A1,38.64128774376374
111,111,TNC,37.67993842507186
112,112,ANXA1,38.75303261535443
113,113,MYL9,37.96518868481066
114,114,LAPTM5,38.816983070077214
115,115,GIMAP6,38.51839005368714
116,116,TPM2,38.035242252367155
117,117,EPB41L3,40.042072308616675
118,118,C10orf116,39.12130978353612
119,119,AKR1C3,41.696499474793164
120,120,AREG,38.014016247833325
121,121,LCP2,38.80338550976691
122,122,PSPH,40.910858832037064
123,123,COL5A2,38.529393838209984
124,124,EVI2B,38.906026731755226
125,125,HCLS1,38.54065010784004
126,126,FOS,39.820812399201145
127,127,MME,37.08954179090483
128,128,MS4A7,38.266674261398066
129,129,TOX3,38.93989598070448
130,130,GNG11,39.05639725305432
131,131,ZIC2,36.79201592507479
132,132,SCNN1A,38.650158207270344
133,133,ADAMTS1,39.3605085312419
134,134,LAMB1,37.544170048013065
135,135,CYTIP,39.30983415861259
136,136,ID1,39.8943082098202
