,gene_index,gene_names,probability_change
0,0,EGFR,21.724748870068503
1,1,MMP1,21.399495058712727
2,2,LRRC25,21.543433030820403
3,3,CARD16,22.419127835685714
4,4,CLCN7,22.049002530062452
5,5,KRT19,21.525741703633127
6,6,ZNF548,22.064458684047057
7,7,MAGEA6,21.93574576471146
8,8,SPARC,22.456616547295962
9,9,TIMP1,20.967161151604568
10,10,LUM,20.96706658779814
11,11,CXCL1,21.095458581705678
12,12,PLAC8,21.662146555098623
13,13,MAGEA3,22.173001367091025
14,14,AGR2,21.34460799349579
15,15,MAL2,21.727001681222397
16,16,KRT81,21.312764257028384
17,17,COL3A1,21.038868463645315
18,18,GJA1,22.06005802061204
19,19,MGP,21.28244601071063
20,20,EPCAM,21.124886653080807
21,21,COL6A3,20.503994009650754
22,22,RPS4Y1,21.777536364291798
23,23,NEFL,21.474360721769887
24,24,HNF1B,21.942009415281778
25,25,HLA-DPA1,21.918036026109558
26,26,PTX3,21.878764060770198
27,27,IGFBP7,21.890063861414603
28,28,CCL20,21.736448459130813
29,29,SPARCL1,21.47328168238456
30,30,SERPINA1,21.36848483650138
31,31,S100P,21.564074384818515
32,32,ALDH1A1,21.488887693131257
33,33,HLA-DRA,21.328538013998628
34,34,TSPAN8,21.389054219669
35,35,CGA,21.70342868131459
36,36,COL1A2,21.108980317685166
37,37,MAGEA12,22.300333731226463
38,38,EFEMP1,22.477049794309604
39,39,SLC40A1,20.921187506848312
40,40,SULF2,21.64202999840205
41,41,COL1A1,21.386432605306098
42,42,NNMT,22.15554637440474
43,43,TOX3,21.3017224878145
44,44,FABP1,21.60418564586887
45,45,CD24,21.974609939093636
46,46,S100A8,22.12293105528733
47,47,DKK1,21.650818924767673
48,48,TFF1,21.451163197771635
49,49,CA2,21.440880888084383
50,50,ANXA3,21.737357116591248
51,51,CTHRC1,20.521623309192428
52,52,C15orf48,21.33396641975628
53,53,AKR1C3,20.182766164526537
54,54,ID4,21.906983952445778
55,55,IFI16,22.18283908274197
56,56,GNG11,21.76309695381552
57,57,RAB25,21.63347518823076
58,58,C19orf33,21.382002431810132
59,59,NEFM,21.4676008266997
60,60,CEACAM6,21.36755023117218
61,61,CHI3L1,21.465209133805434
62,62,KRT17,21.894193447571016
63,63,SERPINA3,20.919442860174396
64,64,SNCA,21.587766204112217
65,65,CTGF,21.28131903145939
66,66,SPINT2,21.206308091976133
67,67,BASP1,22.15606098643327
68,68,RNF128,21.383994763699107
69,69,GATA3,21.25477108552256
70,70,CDH2,21.647454570469247
71,71,RAB34,21.436997573324675
72,72,MSN,22.000000959296763
73,73,C3orf14,22.329522054756175
74,74,CCL2,21.775574564825405
75,75,CRIP1,21.492366518477546
76,76,C3,21.29298662653402
77,77,GALNT3,21.296511993780513
78,78,GREM1,21.39497459765573
79,79,AREG,21.33335727624761
80,80,CAV1,21.14491604809034
81,81,S100A6,20.911615698937904
82,82,IFI27,21.275662470907815
83,83,IGFBP3,20.77189382302667
84,84,TFPI2,22.01396435638872
85,85,ANXA1,21.243668463404255
86,86,TNC,21.56813239490014
87,87,TGFBI,21.39892476826833
88,88,EPB41L3,22.10458379262306
89,89,CLDN3,21.681518592494957
90,90,LDHB,22.004837636220614
91,91,COL4A1,21.58007082064931
92,92,PROM1,21.70137857502948
93,93,HSPA1A,21.56875244165017
94,94,EIF1AY,21.194108864591538
95,95,SCNN1A,21.63625962873222
96,96,ZIC1,22.365839032041603
97,97,CSTA,22.678599221349632
98,98,GJB2,21.444505866781167
99,99,CXCL14,21.53547478302495
100,100,ESRP1,21.539535778754615
101,101,ANPEP,23.14982969297608
102,102,S100A2,21.12864312823468
103,103,FSTL1,21.150025808083864
104,104,HLA-DRB1,20.994860411903577
105,105,DCN,22.155238171857235
106,106,ARMCX2,21.200529864993253
107,107,ALDH1A3,21.35063162872552
108,108,NPNT,21.644587953345198
109,109,METTL7A,21.778443936906815
110,110,TPM2,21.39173722182962
111,111,COL15A1,21.231657091699645
112,112,TSTD1,21.574096385590988
113,113,AGR3,21.538103744205245
114,114,KRT14,21.551609673472115
115,115,AZGP1,21.420852346682395
116,116,CDH3,21.43359234127593
117,117,DSP,22.600414111697763
118,118,SNAI2,21.575839322221494
119,119,MYL9,22.012893551144767
120,120,MME,21.862070899983397
