learning times,layer,node,learning rate,gene number
2000,3,100 50 10,0.0001,1
2000,3,100 100 50,0.0001,1
2000,3,100 100 100,0.0001,1
2000,3,200 100 10,0.0001,1
2000,3,200 200 50,0.0001,1
2000,4,100 100 50 10,0.0001,1
2000,4,100 100 10 50,0.0001,1
2000,4,100 100 100 100,0.0001,1
2000,4,200 100 50 10,0.0001,1
2000,4,200 200 50 10,0.0001,1
