1915,1173,3138,2330,2700
2329,5607,2700,5574,3841
3052,2740,2205,5228,4498
1883,1544,3145,2114,2364
119,822,4201,414,2694
3427,4309,617,4423,1963
3138,4545,5733,1558,1762
1941,72,2650,5334,4201
3350,4034,1841,5616,5782
1996,2330,3463,5545,2147
1207,1541,5440,175,4728
1038,2277,3505,2603,2522
1993,5725,5756,4549,3505
781,354,2039,57,22
1201,1050,5791,2928,2628
5740,2157,5977,3635,1827
3127,1452,1236,423,5785
4940,4076,923,5281,756
5162,3748,2097,4281,431
431,5014,5445,49,3432
2005,4380,1582,5988,2398
5234,178,192,4102,5332
5931,2645,2485,2097,5877
3635,5574,5629,2851,5233
5844,4051,3769,799,2746
4818,368,5376,4447,3427
4928,1400,5777,5671,1137
5094,4698,754,2211,2652
1531,3283,2505,4758,4069
3676,1906,5989,5753,4395
989,4038,2601,4708,3100
2989,1690,2590,2667,3068
2320,2030,3068,2339,2156
1884,1599,1337,1137,5104
4014,4917,4320,1391,5457
22,4706,5861,3963,4085
2667,3139,5483,2599,2157
4762,4216,5634,5419,4103
5341,49,1529,5226,5706
641,325,590,1844,1469
3769,4697,5041,1143,2444
1906,2050,3450,1914,4788
3504,2997,2531,2320,3819
2398,3468,4978,4804,5912
1452,416,5836,1064,2637
904,1959,5632,1455,1745
4775,3896,3247,5346,5054
3886,2339,3503,4172,4708
5349,572,213,822,3512
5277,3420,3336,1062,2997
5557,5782,2155,3706,5698
5837,4264,5233,2477,1449
2021,2874,2620,1019,372
700,1915,1844,1841,2854
5054,5628,3135,178,2070
2353,2575,1861,3468,4067
3717,2936,4697,890,4334
5449,232,2183,1478,3457
2450,1852,2050,696,5250
2493,414,5986,781,5565
3810,3320,5664,2147,1478
4620,5988,5180,5659,4218
4216,4960,2927,1239,4308
5709,2148,5728,2332,5235
2054,2518,5533,2959,1996
5104,370,3052,5492,4635
5631,1683,3394,1966,2989
4069,3234,5277,447,2518
1341,465,5583,2812,3318
5533,1883,4132,1650,4283
2157,4460,4014,1974,1452
4711,5749,5751,726,5076
2097,5188,4216,5197,1930
3474,213,4891,384,3810
1627,4347,3607,5041,5251
5834,5770,2724,1098,2177
5672,4647,3705,318,2007
922,2573,5785,18,3139
5659,2928,4818,4635,1710
3189,5167,3217,2854,1456
1173,587,5877,2902,4917
5465,3840,721,4479,3103
1999,4446,3293,1259,3400
5153,5356,1158,637,2480
68,5553,5936,5080,1813
4458,2927,4148,237,2441
1029,5753,2717,3066,5837
1938,4099,2157,533,4147
4592,1238,2319,5475,2205
4879,1224,2798,2469,2525
1741,1539,1718,4014,4644
2479,3127,5419,4969,1385
5516,1239,2628,2768,3322
2252,3355,2320,407,1766
4694,1373,3137,3052,860
5332,5448,5171,5989,1239
3394,5054,2398,69,3350
3748,5915,3227,943,5297
5419,1687,4493,1028,2601
1244,2434,238,2601,976
4320,5468,4647,2175,1907
2469,1907,3828,3816,1446
3706,4125,5251,3138,2469
474,3841,5926,1079,3225
5630,2933,2564,3127,2757
5274,3350,722,1690,637
2878,1881,2878,3394,1861
865,4055,5708,4757,3321
2205,2990,4888,3589,2717
3455,3814,4103,4714,1207
5012,778,5450,2191,4662
4757,1143,1827,1417,1750
2599,337,1159,3831,4982
3738,3635,2747,6,1201
3398,2851,2304,1173,2590
1488,1914,5153,2594,816
122,2622,5671,1999,3707
4461,4689,5075,928,3935
617,1375,4069,2021,722
1645,3639,4847,2219,1012
2669,5382,1469,3428,3463
4763,5822,5410,2877,1517
2485,4218,1825,1054,5463
5128,1730,1758,3175,4626
4635,5279,4659,4147,1844
72,1191,3707,5975,899
1926,2321,1660,192,2450
5133,3757,4481,2480,5483
2416,5345,5414,5128,5753
3180,4231,911,1499,2191
2902,3333,2236,1103,2069
5563,5936,356,2717,911
2340,3464,5235,3571,587
3841,3598,3282,2450,5756
1827,541,4887,2238,4038
5250,3654,2421,4996,290
4279,2878,4231,3854,4550
5445,35,5190,2546,2477
5585,1244,2768,427,3496
590,4269,4435,3411,1113
2518,5366,1920,3193,1756
5345,282,5878,2205,1341
3457,1313,3225,3477,5508
2339,5283,2667,979,1618
3436,286,4047,5074,3738
2444,5733,4701,2176,5327
2012,1363,1081,3570,5777
2098,2486,5516,911,5112
4714,3526,1915,5585,1136
2650,1815,3379,5338,3420
5915,5426,1207,4776,3635
5605,5667,3369,4051,2409
4693,2623,474,3017,4776
1966,854,2371,368,3769
3627,3208,5628,492,5822
1963,580,3723,5967,4879
4450,2835,5311,2291,2183
3477,3747,3432,4283,4711
1636,2005,3056,5777,5695
4982,612,3057,4173,2741
2233,3827,2089,465,3184
3012,4364,5207,5739,3193
2636,4940,5668,3234,5798
2724,5490,4335,2007,4775
1833,1835,820,3623,5667
2740,4699,4589,2832,5989
4978,5459,5789,330,2097
3046,1684,5182,2807,4876
1860,1069,2746,1582,3503
1477,1669,745,5667,3928
4917,4266,4186,1488,3145
1825,3589,2335,3572,4946
5172,4334,2469,1654,5999
5782,1602,1649,2479,3455
1914,3389,2315,5608,2990
5785,3724,3886,3741,3175
1110,820,1723,3359,4216
2897,4169,4184,3490,4524
2948,1999,2156,1892,2012
3951,3503,4762,3627,272
4038,5756,5545,2897,4891
2309,1950,3889,2563,4335
3705,290,3749,5483,5206
5547,4052,4374,1975,959
4591,1062,4450,1856,3554
5928,2480,3518,2294,5509
2408,3782,756,3389,3768
1499,4517,4181,5410,2481
2812,1342,2652,5749,5671
1813,5986,1740,1228,94
3364,3313,2321,1316,3360
3768,3077,1654,5782,4062
2854,1455,5540,2183,2039
3505,4373,4698,2776,5628
3216,2600,5525,745,2005
2441,2191,2902,5631,1748
4697,4915,2568,2082,2728
721,4754,3099,2364,2745
816,3261,2309,4344,1318
5670,5957,2811,3827,716
4103,716,3931,5094,1062
3638,1618,2479,3392,3604
2192,2291,1599,3129,4696
3546,3231,5687,4536,3066
1263,3017,4836,2691,5946
5034,4281,1470,493,5002
5281,5334,232,864,5659
2652,3732,3245,5047,4940
2691,1645,2599,3889,4893
3116,3764,1259,3841,3369
3322,4284,2767,5182,3138
1710,5281,1750,82,2571
4504,5647,1745,2098,3531
3647,1435,3810,1630,3477
4380,2103,1012,2590,59
1373,5346,3427,1205,4718
1469,2951,3638,5250,4053
3137,2741,4355,5901,5630
2294,2147,1687,5819,4446
1618,1517,781,3044,3547
3765,4532,1419,5647,4868
2451,3223,2459,4920,1485
4663,4320,4619,1389,2049
5297,3591,5946,2089,5585
4728,493,5753,1926,3591
861,5311,5360,145,3428
5439,3963,5416,5344,1998
5544,3105,3457,1446,5505
3832,1525,1456,294,1038
4835,1169,4689,1017,2570
1766,642,1228,5563,162
4661,1207,4065,2745,5449
959,2812,5250,3035,4458
257,4481,2005,4591,4353
2120,348,2745,2329,4725
2591,5274,4306,5426,5533
5197,4358,4459,3073,3026
5945,3436,3175,5862,2721
4496,5911,5757,904,5437
1228,69,3591,2914,2098
4642,2310,5128,1474,5345
1606,4173,5084,3526,1142
2315,1029,2928,5014,1599
5927,5465,4545,641,1169
3432,4433,4788,3747,5586
1745,5087,3634,2292,3231
199,5916,4693,5162,5557
1541,647,1598,3757,5450
1037,734,3180,2555,2294
4834,2051,5738,1456,3595
4700,2337,3598,5736,1236
2575,3142,2591,59,5013
3607,4852,5325,5049,781
3840,637,2740,5327,2321
3696,5045,4297,1884,3828
5987,1590,2021,3524,5201
5365,1319,2051,5756,3820
792,4205,5035,2049,3128
3541,4360,2757,5234,4051
2183,4536,1937,4132,4360
3596,3193,1914,1825,2289
3244,3936,2262,836,4836
1657,1993,2330,4556,3835
4891,1093,1939,4517,5791
215,1528,1385,2039,416
5233,2257,573,5235,1928
2434,3768,5151,2485,4660
5739,1813,2777,1159,4325
2519,4201,4215,5986,5668
2176,2760,3863,4915,2050
4920,4109,5007,3004,2738
1544,4005,3113,3179,1993
3068,431,1449,1861,2897
5664,3264,1618,4123,2057
5983,175,72,3143,2776
4101,5877,3928,1643,3106
5954,3570,3831,2755,1975
2832,700,4962,4284,1158
2851,4111,4498,5013,4423
4888,5099,423,587,2338
5426,68,2636,2738,5880
4132,136,1843,373,4374
979,2700,2481,286,2692
1337,2798,5167,5685,4619
5753,3907,4387,1644,5312
1378,4878,3116,5822,4461
5045,1526,1993,923,3924
1836,2938,5630,5270,4399
5957,5583,5911,4494,1938
1723,4834,1488,1732,2948
4173,4609,1814,2016,5376
5648,2692,5842,4557,4607
1082,4855,4854,901,5467
5861,3408,4890,4869,4101
2798,1731,3400,3547,2011
4231,4672,1341,3596,2911
958,2922,1769,1224,1267
3636,1259,5279,1222,368
1649,26,5094,1435,3261
2835,4758,1704,3838,237
4039,1000,4620,4090,2319
696,2024,5415,1718,4132
1729,3707,3264,1827,1709
5416,5130,2727,953,5418
5201,249,2519,2670,791
5175,4213,3301,3732,5153
5666,2320,4763,2505,1856
517,1845,3998,3511,5959
380,4039,3128,4454,617
1277,2959,5601,1649,3570
3534,3868,5297,2811,4818
2915,1705,3077,5573,2051
5346,4869,4005,3839,2371
1012,1228,3647,3534,4127
3597,2669,4173,180,590
1474,2546,1813,2204,4181
336,517,4334,1618,2546
2748,5152,3392,5469,5074
2236,3832,1963,5867,5953
5770,366,3106,2478,219
1259,5566,1784,4700,3180
5327,5811,1804,5190,2045
5655,1337,2160,2575,4954
2570,3935,3747,4533,4659
3207,5698,3738,2304,4774
1670,4835,3477,3208,5440
286,2757,2524,4764,2438
1598,3976,4325,1993,3534
3453,4498,4662,2989,5987
416,3387,3067,960,3598
1079,3568,5837,1118,4228
520,3437,5334,4818,3057
5376,4977,380,2571,1470
899,3839,1544,2511,4556
5836,4920,5769,3941,3561
2623,2183,1221,952,1435
2050,3787,4155,2398,5685
4633,1766,4557,5757,2268
5450,5075,4644,5007,4460
2177,2823,5130,3068,3812
3854,3957,2756,3142,4066
3143,4296,2175,4216,5033
5756,422,5396,4445,2241
2272,2738,1766,5174,423
4051,86,1499,1740,3546
2673,2854,4615,3738,3379
3420,2294,4975,3636,704
3004,3572,5782,1733,1941
5080,5128,5931,5167,4111
3336,586,3261,5740,2021
4845,4644,5349,5547,2365
256,5012,4614,5885,2304
3142,3004,5131,2319,3997
4481,5836,3193,4806,2233
2757,934,3570,2434,5042
1563,3280,2233,3437,5045
2439,2089,1267,5347,1531
3763,4996,5086,2026,5710
1706,994,4876,5303,820
3568,3701,5211,1189,493
4313,51,2691,5983,1300
369,5250,2026,2741,3394
4345,1711,369,2397,2531
1711,2443,272,1109,3647
3478,1749,5465,3313,1244
3139,1981,4461,3476,5844
5601,116,567,1310,5492
44,2457,1710,2878,238
1539,4922,5975,2649,5229
5858,4565,3509,3105,4297
5041,3057,1749,5057,1474
1920,3524,3512,1684,2988
4922,4273,587,1033,4922
3776,5083,5229,3574,2329
2852,1710,3851,3350,2915
1643,3226,4579,5188,5928
2524,2108,3428,215,5861
414,5292,4904,3696,5916
4344,3138,4053,1687,5927
5348,2155,2438,1813,1173
567,4461,3827,1214,5086
4130,3455,2192,40,412
5492,1103,5022,126,939
2525,5463,1901,2694,4977
5211,1937,4241,2371,2636
3997,97,737,1860,4434
4544,1860,4524,3678,4450
4890,5999,5858,4231,2010
5990,1882,5928,2252,696
2023,4345,3234,5104,3075
2721,5738,4660,5818,2760
4557,2115,4708,1183,4926
1062,3561,1581,4620,3119
3476,5632,1892,4309,1159
3318,333,4926,5540,3749
4465,5785,3151,4062,836
3547,4306,4068,2633,4065
4433,4494,2922,2927,3747
20,4725,4354,5957,1093
5382,180,3393,5180,4354
2692,1046,731,1379,72
1715,272,2043,3269,232
587,4283,3678,5733,1598
4309,2667,3496,3180,2669
2571,5234,3545,5815,3986
492,4908,4591,3119,15
5076,3450,4946,4433,3770
3701,1493,3745,5348,5545
3411,3706,5348,4884,5738
5962,3218,3470,3408,5171
822,5757,5098,3587,3271
5229,474,3768,4922,1937
3054,1529,4974,162,5986
325,3838,4725,1236,5621
3511,3180,2915,1191,1372
5769,423,2575,885,2568
4085,5450,2874,1373,1726
3428,3227,3547,2300,2645
4889,2070,1756,4015,5121
361,4868,4496,3705,5338
5911,1081,5441,4977,4697
166,1891,4700,4314,5819
4963,4575,5654,14,1465
2584,5584,5739,3928,5188
4788,5388,373,2426,4495
2620,1706,5210,2645,5041
860,4183,253,693,3129
3063,3432,5000,3554,192
3678,4065,618,4748,497
2486,4243,4896,3814,1723
3286,4951,5350,2700,1729
3787,5270,3139,4038,520
4266,876,1706,5087,5954
1231,3129,4344,1939,4173
2820,5042,1373,2592,2340
2924,2637,5957,3248,5325
4066,3356,3615,5349,4309
4127,3151,5535,3356,5553
2911,4608,5819,647,4215
4446,982,3765,657,5348
2717,2794,5345,2940,1563
2108,5174,3189,2233,745
4264,3769,5862,4788,3863
2938,479,3216,189,4433
5695,2717,1752,5666,4493
5929,2715,3623,2190,3217
1158,2815,5991,3561,3518
1456,3969,2177,3840,5128
4908,3394,5844,5277,1528
4946,3293,4230,3896,1191
2030,2270,539,1029,4557
4789,119,5327,5535,4798
4218,1627,1928,5916,3453
4749,960,3835,2072,2511
382,1236,4940,1836,370
5457,1646,5201,1959,1740
5616,5751,4879,5054,4683
2564,2160,3965,1605,5535
2043,5709,2364,3067,1845
5671,3528,5610,1201,4068
4243,380,3590,4637,4821
5154,5131,3179,161,2928
1599,2901,1191,1606,5190
3828,2412,3604,5708,1814
384,1650,3627,1730,787
1248,2049,3504,1460,5007
242,4137,938,473,5525
5862,330,336,383,1488
4942,2555,5557,931,3216
1792,377,5467,426,2691
626,4465,3951,3615,2877
3314,1772,52,4938,3063
3512,1733,4852,3128,4478
3271,3128,4673,72,1758
1683,4163,5648,4164,4049
3903,3113,3093,1302,2827
5777,2074,453,4358,5210
4314,5668,5269,5416,3245
78,1776,4066,2192,4908
1784,4693,5709,2321,1835
4926,1928,1263,5927,3833
4049,2811,5737,5098,3851
5562,1137,3200,4175,1004
1097,3616,3587,2050,3796
2280,5076,2948,2335,4758
2241,1939,5047,2441,4504
2365,5540,2604,2884,1292
3796,4014,5057,2806,4543
3210,5000,4729,2486,629
4065,3463,761,2272,4714
3099,4,3997,1749,4855
4558,3558,3033,4917,3545
3231,4889,2176,2150,2851
2247,4701,1136,1465,1284
2567,4346,4915,236,3373
3387,5264,4039,4374,2160
911,4445,4653,1651,2335
368,3812,3478,2498,3638
5545,5449,4607,3748,2192
4798,4798,4855,865,3838
3128,3996,2241,5445,4344
1908,4069,5426,4127,5842
5877,1649,5616,5274,1263
2337,5400,2525,4465,4620
4660,4450,5013,2445,492
5819,3321,2748,2004,3504
4852,4152,838,5345,5269
356,504,3841,2600,5445
5842,4067,3534,1398,5464
2478,5983,2363,5209,3568
5924,5467,2522,1254,4134
4643,3649,5400,3478,3157
3057,78,4168,3223,1477
2732,137,4218,899,2363
2262,923,4275,2747,928
3526,3360,5172,4689,2798
3556,914,1923,1541,4757
2745,731,2204,778,2914
3570,3609,4495,4446,1706
1998,3829,704,91,2485
1835,838,4313,5164,2412
3193,3137,5999,2915,5730
1525,84,4696,2337,721
530,3392,3283,3407,842
97,5557,112,2071,4304
3204,3854,5463,2936,68
1019,3477,5822,5915,1731
5815,4592,3359,5075,5988
1928,2832,3556,88,3264
1236,158,2365,1710,470
5535,383,4434,1581,5754
5867,3636,1941,5465,1687
4776,2911,387,1920,5164
1222,1520,5954,4807,5126
2319,2398,4038,1487,1994
4884,4776,3453,3863,1316
4076,3615,1318,4346,4904
272,4135,3683,4360,2459
2884,2045,414,2637,5209
4061,188,2563,4321,4259
1435,5086,1452,3369,2667
836,5897,3796,1337,1730
3863,5815,3437,1598,1991
1142,256,5717,1775,2434
3554,5506,5730,1772,5335
1907,1416,4952,593,5182
5463,4153,2645,3810,3016
722,5629,2115,573,1375
4938,792,5074,5175,4137
3935,472,2416,3286,5311
3615,126,5076,5042,3093
4615,3098,5585,4718,3333
4053,2633,4360,3282,1772
2546,721,5823,376,5862
5210,336,84,5702,2486
162,5172,2339,1908,4726
4029,5954,5880,2422,5751
1528,4742,3586,3387,2874
3851,4847,5274,2069,410
4614,4544,2434,2997,27
3129,2897,4764,4069,4729
3590,4200,959,5648,2416
5668,5977,4823,2241,2907
4701,5007,3046,3023,5708
5525,3282,4085,3174,1257
5131,3604,5100,1138,89
2304,2120,5002,731,3313
4893,2451,4228,4967,5400
1318,2827,2812,2079,3741
2204,5104,4969,1419,215
4804,3738,4774,5122,1078
5467,5740,2294,2280,4899
2836,3820,2548,3851,5099
2907,5100,1244,1991,1193
2426,1222,3149,4725,5075
3475,5810,2010,3935,116
1151,720,3307,854,4343
4306,804,4897,4893,1445
5949,4762,3963,4762,5616
5789,3511,4672,3819,2524
455,2989,1733,816,5349
3493,1127,4771,3812,3572
4579,5457,3233,754,5924
2219,2026,94,5086,4186
91,2694,4458,3157,4852
5000,2524,2755,4683,4665
647,497,720,3769,249
4091,1563,3035,1263,3717
4950,1975,4274,4089,439
3962,5089,647,338,4962
5618,209,4789,4419,3748
4335,4582,3764,5171,5346
3545,4080,4950,119,1123
5167,5416,5916,1120,1638
3328,816,4478,4039,1027
4485,147,4446,4819,3963
2481,658,223,787,5957
3023,4673,5506,2636,4975
5728,1257,4476,3634,2949
4787,1659,536,612,958
894,3595,1257,2365,1908
2291,5376,3254,663,2079
3616,2097,416,938,5270
329,5495,1135,470,5130
370,5047,4164,2922,1733
52,1920,860,676,369
4147,704,3716,5365,4155
1758,959,1719,1907,329
5897,1581,5976,4053,5162
3574,904,1222,380,1704
4556,5552,1998,3469,3150
3741,756,3600,3240,4020
3126,3478,787,1445,4536
3812,5002,4835,1726,3470
3933,1963,3597,3271,657
3820,863,4266,5835,49
3524,1577,5126,1686,2805
49,5790,5464,2692,4313
412,3047,4951,4363,4322
5126,976,4899,5133,5175
5757,1833,1113,248,5014
5959,4859,4775,5791,2174
1704,4068,2181,446,1525
2238,3318,4574,1739,2309
4671,5601,3596,5990,256
4460,2329,3322,2584,3590
4524,4635,1025,2874,84
4819,4663,1109,2784,4950
4304,1031,5542,1314,3854
4012,5708,4130,4047,1719
5702,1019,2988,863,4771
3589,2568,1765,1221,3895
4495,3547,1360,2396,4835
5632,599,3204,4805,2262
5946,3189,3105,4274,4960
1590,2481,3820,1277,864
5292,939,2045,4749,1224
4962,2807,3280,3504,3637
1558,2082,382,955,328
4905,632,2836,1434,5419
4805,4241,1731,1762,5655
1417,294,5586,2519,382
4497,1988,3819,4699,1487
5441,4062,1313,4952,5666
4186,1473,4259,791,5911
3301,1958,5729,4343,4905
3270,633,3937,1769,5737
2759,1718,5208,3450,1135
4102,5195,4893,721,3077
4821,5547,5983,3701,3105
4536,2748,3574,535,3834
1143,5365,1748,4835,3247
3829,3509,5621,2569,1086
2767,3100,1849,3600,3868
2112,1802,22,4481,366
3307,3216,3767,1244,5740
5227,5251,5897,632,4136
3447,3947,3895,1766,4896
5822,2721,5281,4847,2445
3969,303,2959,4364,3135
1769,2673,3272,4068,3724
4696,5462,92,319,5410
4215,4127,368,5836,5141
3333,4557,2332,4061,4102
5249,1665,2037,5544,2563
196,899,465,112,79
3561,2396,4447,1845,5180
4774,5844,4938,5610,3569
335,4431,3759,5350,4789
3835,567,4111,4771,3723
5335,3590,1351,372,1219
5654,262,1143,85,5415
2115,1098,4727,3512,3307
5330,3204,4550,4904,2584
79,4549,2897,79,868
3392,5210,2584,3280,4481
5464,3172,932,4266,5983
5495,4485,4283,2023,761
1581,2914,4346,2903,4764
1923,1884,3834,4306,1804
2700,683,215,1549,4247
402,2448,5879,882,3387
5409,3788,3933,5495,5632
4353,1231,1802,1711,5584
2928,5175,89,5516,2650
5629,5415,2012,4005,5926
5880,1270,1567,41,3961
5075,788,3648,1166,2768
1719,2360,2794,3301,4213
4409,5729,21,5583,5878
3937,199,5449,5450,3574
5171,3793,5134,4064,5465
5736,91,5227,3012,4419
3724,5333,4960,1447,1221
5610,2590,3026,1514,3832
5466,2150,3075,5949,5469
5206,4967,3788,276,2980
4111,5461,1004,3245,5100
5086,2365,3935,3609,2811
4155,1054,5609,4876,5227
3496,3281,4243,5002,4364
2903,651,971,5962,1906
5737,1158,3675,2524,4591
5087,2777,2806,4137,4549
3313,1651,5990,5670,4039
4876,5687,1741,4609,5976
40,5907,5335,5879,851
4164,2670,5206,5912,4847
3249,1301,2692,4890,1567
5687,2116,5790,4345,5167
4659,4775,1089,3345,885
1892,1980,1997,3828,5281
5749,2519,4309,1188,3226
5049,2767,5929,3033,2603
