index,gene_names,weighted_max,weighted_sum,abs_sum
2968,PDCD1LG2,0.140538692,5.154125214,5.154125214
3671,EIF4E3,0.175526559,5.15528965,5.15528965
4937,TTC7B,0.096155368,5.161331892,5.161331892
661,EFS,0.188633978,5.164236069,5.164236069
4035,TMC6,0.137401469,-5.16864872,5.16864872
1888,GIPC2,0.157682389,5.17206955,5.17206955
980,LIMCH1,0.159560189,-5.173310518,5.173310518
5635,LRPPRC,0.064011402,-5.177474022,5.177474022
3170,LOC100506501,0.085324407,5.179493189,5.179493189
4910,LRP5,0.121682286,5.183419704,5.183419704
1233,CCR5,0.154163092,5.188609838,5.188609838
3660,AHNAK2,-0.06325388,5.190195084,5.190195084
3964,EPB41L2,0.013709627,5.191279173,5.191279173
3575,OR2A20P /// OR2A9P,0.113784291,5.192060947,5.192060947
4028,PYCRL,0.120352186,-5.193248361,5.193248361
2632,ECHDC3,0.117465168,5.196114302,5.196114302
3581,GRHL3,0.124807954,5.198262215,5.198262215
5971,NCRNA00103,0.166053101,5.199428082,5.199428082
2041,FAM20A,0.159394145,5.201506615,5.201506615
788,OAS1,0.09108793,-5.214137077,5.214137077
164,ARHGAP15,0.048530854,5.219046593,5.219046593
2085,CALCRL,0.27214767,5.220454216,5.220454216
3559,IL21R,0.154488578,5.225934029,5.225934029
200,CD163,0.173605964,5.227632523,5.227632523
4382,JAK1,0.139549427,-5.23787117,5.23787117
1401,NOG,0.244768396,5.245293379,5.245293379
1066,LST1,0.175438374,-5.245989323,5.245989323
1638,MGLL,0.12162032,-5.247588158,5.247588158
3113,FAM108C1,0.084886026,-5.252631187,5.252631187
5460,RAP1GAP,0.107635524,-5.253566742,5.253566742
1467,COL21A1,0.18340417,5.254574716,5.254574716
4006,MUSTN1 /// TMEM110,0.023331933,5.25688076,5.25688076
442,RAC2,0.112837762,-5.258137941,5.258137941
2726,RGN,0.101494618,-5.258927703,5.258927703
3388,ZNF667,-0.000849359,5.269130707,5.269130707
2914,C1RL,0.134407826,-5.27761364,5.27761364
4426,ANXA13,-0.01299569,5.282678604,5.282678604
858,GAD1,0.159275375,5.294337749,5.294337749
1338,LYN,0.108659457,-5.295768261,5.295768261
168,IL1RN,0.106092773,5.305449486,5.305449486
4508,GCOM1,0.173527271,-5.311626911,5.311626911
2207,CHEK1,0.105479784,-5.31646204,5.31646204
375,TFAP2A,0.250931218,-5.3209337,5.3209337
4892,KDELR2,0.134551905,-5.354756355,5.354756355
2917,SPIB,0.135681979,-5.357914329,5.357914329
1321,ASAM,0.025385827,5.359059572,5.359059572
4095,LOC338758,0.136853002,-5.359498978,5.359498978
1624,HSH2D,0.150122568,5.36221242,5.36221242
4196,ABTB1,0.102009289,5.363385677,5.363385677
1840,MTUS1,0.095161512,5.371851444,5.371851444
3262,ARHGEF5,0.122561611,-5.376210213,5.376210213
5058,CD74,0.223070271,5.379001617,5.379001617
1503,TMTC1,-0.0086677,5.385858417,5.385858417
5912,RUSC2,0.08118584,-5.389480591,5.389480591
157,H19,0.140168369,-5.398062706,5.398062706
1388,UGT2B4,0.195362404,5.398161888,5.398161888
1309,HMOX1,0.134319805,-5.398265839,5.398265839
5400,TMEM200B,0.197481588,-5.405996323,5.405996323
5705,COL10A1,0.2741016,5.424723625,5.424723625
4475,C17orf96,0.235440925,-5.427527666,5.427527666
2358,TLR8,0.149699114,5.432156563,5.432156563
5430,C12orf66,0.226011977,5.438001156,5.438001156
3165,MAGEB2,0.020324707,5.439947963,5.439947963
3006,FAM65C,0.086179584,5.445831299,5.445831299
2116,CREB3L1,0.162526153,5.449003458,5.449003458
5779,LOC730101,0.091752231,-5.458546638,5.458546638
5697,TLR5,0.051390499,-5.462741137,5.462741137
4424,IFFO1,0.148361407,-5.469976425,5.469976425
5918,DUX1,0.145745754,5.470505238,5.470505238
2067,OLFML1,0.108598627,5.473266602,5.473266602
1117,ELOVL4,0.223490335,5.477228165,5.477228165
5024,LOC646470,0.067943983,5.478652,5.478652
415,TWIST1,0.190987393,5.481610537,5.481610537
1145,FAM171B,0.0314226,-5.492726564,5.492726564
670,ITGA4,0.096778765,-5.495396614,5.495396614
3398,SH3BGRL2,0.087673634,-5.502746582,5.502746582
1735,AREGB,0.127687581,5.506914139,5.506914139
612,C10orf58,0.099059924,-5.508473396,5.508473396
3160,FAM110B,0.174631901,-5.512999535,5.512999535
235,WNT5A,0.187403977,-5.517907619,5.517907619
1990,ZNF804A,0.064701557,-5.522603631,5.522603631
127,MME,0.108738825,-5.523758441,5.523758441
5011,AQP3,0.014666781,-5.527377725,5.527377725
1918,C9orf152,0.127814896,5.531217098,5.531217098
4572,USP18,0.204066902,5.53494072,5.53494072
378,BNC1,0.287473299,-5.537887812,5.537887812
5589,CCND3,-0.021521538,5.537962914,5.537962914
3011,DDX58,0.106625319,-5.541627407,5.541627407
5367,KCNV1,0.114070185,5.548037529,5.548037529
19,HLA-DRA,0.121870853,5.549630284,5.549630284
4612,SPAG1,0.066928446,-5.5548985,5.5548985
406,FGL2,0.152996697,5.555088997,5.555088997
5356,SBDS /// SBDSP1,0.150882937,-5.555250168,5.555250168
5999,RPAP3,0.185401306,-5.559036255,5.559036255
3096,SACS,0.047682926,-5.559678078,5.559678078
3985,C10orf126,0.073260695,5.570785046,5.570785046
5066,TCTE3,0.165976375,5.577314377,5.577314377
609,SPRR1A,0.008931376,5.578209877,5.578209877
686,PLA2G7,0.225366108,5.580812454,5.580812454
1469,LOC100509231 /// LOC100509288 /// OVOS2,0.066162802,-5.582612038,5.582612038
625,DNER,0.156698704,-5.583621979,5.583621979
296,ZIC1,0.228108294,5.584421158,5.584421158
3887,PATL2,0.230054684,5.58916688,5.58916688
5552,SNX21,0.130428836,-5.590323448,5.590323448
1279,TMEM154,0.047540881,5.591269493,5.591269493
1922,PRG2,0.079173163,5.595302105,5.595302105
4300,DST,0.075760428,5.60155201,5.60155201
1418,E2F8,0.115627684,-5.602811456,5.602811456
5952,C14orf104,0.02791024,-5.607769012,5.607769012
2237,H1F0,0.176371757,-5.611543655,5.611543655
3308,TTYH2,0.20059716,5.613273501,5.613273501
2939,MFNG,0.034612015,5.62951231,5.62951231
4522,EPB41L1,0.162519976,5.643096924,5.643096924
2166,AKIRIN2,0.167601191,-5.64373982,5.64373982
4250,LOC100506897,0.178712822,5.650510311,5.650510311
823,CCNA2,0.190435991,-5.655645847,5.655645847
2472,MYOM2,0.132281519,5.662759781,5.662759781
624,PRKAR2B,0.204231456,5.663450956,5.663450956
1381,TUSC1,0.077296644,-5.66445303,5.66445303
4606,TOM1L2,0.059995912,5.664739609,5.664739609
291,OLFML3,0.078132346,5.679071426,5.679071426
2725,EWSR1 /// FLI1,0.101483338,-5.679555207,5.679555207
5390,EIF4G3,0.047858238,5.68116951,5.68116951
108,COL4A2,0.086050801,-5.681725502,5.681725502
4371,DNALI1,0.138632476,5.683576584,5.683576584
1523,PCSK1,0.082898572,5.683609009,5.683609009
4334,C19orf48,0.088389523,-5.684865952,5.684865952
359,HMCN1,0.093337066,5.685180664,5.685180664
1295,MAP3K8,0.147629105,5.68734397,5.68734397
3150,LMAN1,0.24906937,-5.689453125,5.689453125
5068,MUC19,0.072145633,-5.694410563,5.694410563
2896,APLNR,0.162604488,5.699759483,5.699759483
2987,BTN3A2,0.16631484,-5.700395107,5.700395107
198,SLC2A10,0.208920754,5.70237112,5.70237112
3888,UNC13D,0.0840085,5.711267471,5.711267471
2402,LOC100132999,0.122726187,-5.712626934,5.712626934
2829,LOC100505895,0.195149772,-5.713336229,5.713336229
1623,SRGN,0.064082012,5.714111328,5.714111328
3464,DNAJB1,0.058874667,-5.721697807,5.721697807
987,LCK,0.084972806,5.726589203,5.726589203
446,DSG2,0.141786195,-5.727305174,5.727305174
3197,MGC24103,0.161225572,-5.728758335,5.728758335
4386,LGALS12,0.115417831,5.729324341,5.729324341
3978,CPPED1,0.256679282,5.729931295,5.729931295
2227,ORC1,0.015674561,5.730121255,5.730121255
5355,STEAP3,0.102056086,5.739225864,5.739225864
2069,RAP1GAP2,0.140263498,-5.741477013,5.741477013
984,PCSK5,0.200895198,5.744545221,5.744545221
2573,TFRC,0.166855264,-5.745067596,5.745067596
2647,TUSC3,0.115319058,5.756785393,5.756785393
3632,ANK1,0.103609584,5.762684822,5.762684822
4055,PGAP1,0.087151013,5.768065929,5.768065929
131,ZIC2,0.207728714,5.768503904,5.768503904
3922,ARID3B,0.121516012,5.769773841,5.769773841
758,CDH13,0.007711068,-5.774030209,5.774030209
1354,OIP5,0.09765435,-5.781659126,5.781659126
5810,WDR54,0.099149834,-5.781877518,5.781877518
2388,C5orf4,0.320130721,-5.787486553,5.787486553
3368,ODZ4,0.126282886,-5.790622473,5.790622473
2911,LDLRAD3,0.18019788,-5.795520782,5.795520782
900,CCDC69,0.117514521,5.805610776,5.805610776
2222,ANGPTL2,0.118437991,-5.806911469,5.806911469
275,COX7A1,0.001020253,5.808487058,5.808487058
678,TARP,0.186335318,5.820930481,5.820930481
740,HBD,0.217672348,5.825430393,5.825430393
5399,LOC100507025,0.148647845,5.830789983,5.830789983
3553,LEPREL2,0.149578877,5.836385727,5.836385727
2648,COL18A1,0.111308247,-5.838876247,5.838876247
2293,ANXA6,0.0878416,-5.839835167,5.839835167
3762,CAND2,0.281978965,-5.842741296,5.842741296
826,HAS2,0.123450898,5.849339485,5.849339485
5402,BOC,0.256249554,5.855406761,5.855406761
5284,STAT5A,0.024907857,-5.860125542,5.860125542
3423,SLC2A6,0.254310369,5.861024618,5.861024618
174,CRIP1,0.136512354,5.866314888,5.866314888
3773,MS4A3,0.144941926,5.86692524,5.86692524
384,RGS2,0.133161262,-5.874936104,5.874936104
588,NRCAM,0.138069429,-5.87747848,5.87747848
2562,RAB33A,0.027478702,5.880389392,5.880389392
5206,GDE1,0.11176021,-5.880673409,5.880673409
990,PPARG,0.153671257,-5.882449031,5.882449031
16,MGC34034,0.081492759,-5.895513594,5.895513594
1461,FBP1,0.189766653,-5.90380764,5.90380764
5039,YBX2,0.284050658,5.910313606,5.910313606
109,CD14,0.164090998,5.916008472,5.916008472
4303,ZDBF2,0.223426513,5.925550848,5.925550848
1705,PDGFD,0.187417522,-5.927368164,5.927368164
2690,BHLHE40,0.080954053,-5.927522182,5.927522182
3743,SIGLEC7,0.124934793,5.928110123,5.928110123
4036,IFIT5,0.033699423,-5.929580688,5.929580688
183,CSF2RB,0.102409527,5.938647628,5.938647628
2618,LMCD1,0.125289708,5.943405628,5.943405628
455,EFNB2,0.158678383,-5.947160244,5.947160244
930,GEM,0.147305027,-5.948271275,5.948271275
2944,ERP27,0.03631299,5.95505178,5.95505178
3360,KBTBD8,0.146511465,-5.956708908,5.956708908
1308,LRRC32,0.215365708,5.958672166,5.958672166
3961,HOMER3,0.101557575,-5.958889961,5.958889961
4640,PTP4A3,0.232833236,-5.962949753,5.962949753
1808,MXRA8,0.17188409,-5.976859093,5.976859093
1773,GUCA1A,0.072290294,5.983945847,5.983945847
4630,C6orf155,0.121716887,5.984452248,5.984452248
3719,CD8B,0.152610078,5.987485886,5.987485886
5719,JAKMIP3,0.07891506,5.988479614,5.988479614
1304,ANXA10,0.029254109,-5.989314318,5.989314318
2898,CD27,0.227032937,5.98979044,5.98979044
518,TDO2,0.246805929,5.993233681,5.993233681
636,THBS1,0.074436456,5.99801302,5.99801302
752,TANC1,0.129660569,-5.998783112,5.998783112
577,CES1,0.003039047,5.999962807,5.999962807
1987,CKM,0.050932229,6.005667686,6.005667686
5521,PTCHD1,0.046252131,6.00566864,6.00566864
2195,CR1 /// CR1L,0.090880871,6.006690979,6.006690979
113,MYL9,0.17403724,6.015883446,6.015883446
997,CLEC4A,0.15677394,-6.021862984,6.021862984
3958,RAPGEF3,0.148051508,6.025570869,6.025570869
3375,C4orf47,0.174117431,6.031455994,6.031455994
5305,JAG2,0.069712244,6.034862161,6.034862161
3714,TMEM27,0.064081706,6.037112713,6.037112713
1313,RASD1,0.101999834,-6.047945023,6.047945023
5134,RAD23B,0.119212151,-6.048726559,6.048726559
5938,CBLN2,0.00279443,6.052567482,6.052567482
5682,ZBTB42,0.181662619,6.057023525,6.057023525
4099,SCD5,0.244400807,-6.059833527,6.059833527
1597,MB,0.054788232,6.060209066,6.060209066
853,CENPA,0.103207819,-6.061219215,6.061219215
2123,TEAD2,0.093355931,6.064008951,6.064008951
4195,FRMD3,0.386523768,-6.064382553,6.064382553
5412,PML,0.19998689,6.066145897,6.066145897
2843,FKBP11,0.122346055,-6.067314148,6.067314148
3086,LPPR5,0.155428134,6.068626404,6.068626404
1252,SULT1C2,0.101715446,-6.078771025,6.078771025
3844,PDCL2,0.077290289,6.079528332,6.079528332
3902,BIN1,0.170042038,-6.080806732,6.080806732
1296,MID1,0.145094328,-6.085954666,6.085954666
224,ITGB2,0.060359336,-6.086717904,6.086717904
4759,SIP1,0.115172632,-6.091798782,6.091798782
1037,RRAGD,0.072449677,-6.096794128,6.096794128
2753,SLFN12,0.238103509,6.096977234,6.096977234
134,LAMB1,0.035730615,-6.102204323,6.102204323
3229,ATXN1,0.118388422,6.103896976,6.103896976
4372,ARHGEF4,0.137496263,6.105147839,6.105147839
2719,SFRS11,0.202993408,6.1055336,6.1055336
2654,BTG1,0.083493575,6.106825829,6.106825829
2140,SIRPB1,0.091604017,6.10987711,6.10987711
300,TNNT1,0.256034821,6.110135436,6.110135436
4791,STRAP,0.117920727,6.115189552,6.115189552
728,EEF1A2,0.101635635,6.115658283,6.115658283
4554,S100A3,0.116380967,-6.116191387,6.116191387
2587,GJB3,-0.028755836,6.122698784,6.122698784
3377,RIMKLB,-0.06809444,6.124252528,6.124252528
2526,SLC25A43,0.100456841,-6.133042812,6.133042812
2144,SERPINA5,0.222279519,6.139469147,6.139469147
2646,ARPC4,0.137002055,-6.140777588,6.140777588
1951,NAV3,0.146896422,-6.14728415,6.14728415
4166,ISYNA1,0.118506372,6.154768944,6.154768944
4983,MTMR11,0.173747085,6.157762766,6.157762766
5010,PLCB2,0.130788654,6.158774257,6.158774257
1906,CKB,0.143137444,-6.159234047,6.159234047
4613,RPA3,0.059039533,-6.159543037,6.159543037
5388,CYB5R3,0.193557385,-6.163244247,6.163244247
1913,REEP1,0.064924784,6.16596365,6.16596365
3224,SH3BGR,0.262804396,6.167276964,6.167276964
825,TRAC /// TRAJ17 /// TRAV20,0.192293972,-6.170540363,6.170540363
1536,SCML1,0.300100148,-6.171814919,6.171814919
4899,NUDT19,0.137636829,-6.171821594,6.171821594
4730,SRRM3,0.094083428,6.179497719,6.179497719
1546,ZNF711,0.054146849,6.187548161,6.187548161
1371,JAM3,0.146165036,-6.189888,6.189888
5500,INSL4,0.087812573,6.193074226,6.193074226
1216,SELPLG,0.105833277,6.194118261,6.194118261
4906,ULBP2,0.088414975,-6.203519821,6.203519821
2957,PRSS12,0.175024182,6.205622673,6.205622673
5816,STAP2,0.062427171,6.207730889,6.207730889
3860,ATP2B2,0.067729622,6.208951473,6.208951473
3884,SH2D3C,0.127873704,6.20970726,6.20970726
1344,RHOD,0.190928139,-6.210544586,6.210544586
1148,C21orf7,0.268438041,-6.211233795,6.211233795
1094,PEG10,0.145295054,-6.211590528,6.211590528
2184,CCL23,0.108101636,6.214583397,6.214583397
2182,UBASH3A,0.153260738,6.219118118,6.219118118
736,GBP5,0.142352857,6.223124027,6.223124027
4816,PIM2,0.076909252,-6.224302292,6.224302292
1403,SLC15A3,0.096618146,6.227487177,6.227487177
1747,C11orf70,0.195040464,6.229681969,6.229681969
1047,FXYD6,0.026661314,6.231139719,6.231139719
655,TFPI,0.099963441,-6.24412775,6.24412775
3868,TLCD1,0.103324413,6.246365786,6.246365786
2824,FN1,0.238186359,-6.247813895,6.247813895
1141,GUCY1B3,0.07713446,6.249094486,6.249094486
619,MT1M,0.013724774,-6.253769696,6.253769696
3341,TTC3,0.107693419,6.255140781,6.255140781
90,ID4,0.140937224,6.257226169,6.257226169
4839,FGF14,0.066960558,6.259944916,6.259944916
20,S100A8,0.160815984,-6.261751354,6.261751354
1288,NCAPH,0.152409762,6.263701022,6.263701022
1502,C10orf54,0.067291632,-6.269174099,6.269174099
258,SRPX,0.074434534,-6.272620201,6.272620201
5240,GABARAPL1,0.102917597,-6.280688286,6.280688286
265,S100A12,0.02986867,-6.282825947,6.282825947
476,IGK@ /// IGKC /// IGKV1-5,0.060076356,6.284591734,6.284591734
5909,LOC283683,0.119608544,6.288431466,6.288431466
2786,HOXB13,0.126746267,6.288610935,6.288610935
3209,Sep-07,0.212504417,6.29091239,6.29091239
1458,PLTP,0.146248475,-6.294247627,6.294247627
1524,CD1D,0.188269451,6.296228409,6.296228409
4913,ACSBG1,0.105507679,6.298979759,6.298979759
1099,ZFP36L2,0.161215462,-6.305269241,6.305269241
733,TOX,0.145281285,6.315970898,6.315970898
2151,NLRC4,0.077952228,6.317954063,6.317954063
3383,PRSS1 /// PRSS2 /// PRSS3,0.18287725,6.318031311,6.318031311
2295,SLFN13,0.246974491,6.321438313,6.321438313
4115,ZFYVE16,0.156147294,6.321549892,6.321549892
4539,LOC100506395,-0.156666279,6.32348156,6.32348156
5565,RNF135,0.1551921,-6.326198578,6.326198578
615,GPM6A,0.152063832,6.329532623,6.329532623
1227,CACHD1,0.134043507,6.337306023,6.337306023
4183,MCM6,0.118444629,-6.338801384,6.338801384
5847,TIGD4,0.156934198,6.344331741,6.344331741
2549,FAM49A,0.043063574,6.344470501,6.344470501
4247,EPR1,0.047402084,6.347674608,6.347674608
71,CD52,0.079222374,6.352300644,6.352300644
1219,PROS1,0.120547555,-6.352581978,6.352581978
307,PNMAL1,0.197729178,-6.355265617,6.355265617
5529,HBBP1,0.139447048,6.356492519,6.356492519
4117,TTC37,0.22871457,6.3583076,6.3583076
3386,LY9,0.082685716,6.360708237,6.360708237
824,CRIM1,0.066057079,-6.365537643,6.365537643
1240,HHIP,0.048868604,-6.368720293,6.368720293
4676,SFXN3,0.095371932,6.370913029,6.370913029
3231,SLC39A6,0.117956173,-6.375673294,6.375673294
2027,MYOZ2,0.111122511,6.377151489,6.377151489
2673,PELI1,0.127719592,-6.378567696,6.378567696
5186,FAM69C,0.063851684,6.389413834,6.389413834
3753,LUC7L,0.149624884,6.389918327,6.389918327
3506,IRF7,0.175451204,-6.391716003,6.391716003
107,COL4A1,0.071261503,-6.396122456,6.396122456
1995,CCNE2,0.174737744,6.399857998,6.399857998
1445,CDC42EP3,0.185114015,-6.40190649,6.40190649
3684,SLC25A45,0.034988172,6.404787064,6.404787064
2814,CHST11,0.070007421,-6.405624866,6.405624866
1336,KDR,0.232290655,-6.411856174,6.411856174
1746,ZNF883,0.048024662,6.415976524,6.415976524
137,HLA-DPB1,0.194538087,6.42389822,6.42389822
3059,SYNPO2L,0.154312223,6.432429314,6.432429314
5609,BAZ1A,0.13848104,-6.432855606,6.432855606
3176,TCF21,0.040953659,6.436167717,6.436167717
913,TYMS,0.149488501,-6.436906815,6.436906815
1050,SLC16A7,0.128418036,6.437106371,6.437106371
3342,LOC284440,-0.009280495,-6.438428164,6.438428164
1528,SPON2,0.108521327,-6.445193291,6.445193291
4381,APH1A,0.191171996,-6.463550568,6.463550568
4378,SNORA71B,0.12752144,6.464614868,6.464614868
2163,PF4V1,0.14296677,6.470855713,6.470855713
3164,SULT2A1,0.144728914,6.473215103,6.473215103
3722,C4BPA,0.10087733,6.474597931,6.474597931
1312,LOC100132891,0.139732443,6.475625992,6.475625992
393,MPPED2,0.165937446,6.482201099,6.482201099
1374,LOC100131138,0.121180311,6.482646942,6.482646942
4158,PANX2,0.155981883,6.485401154,6.485401154
4894,LOC439990,0.313019231,6.488156319,6.488156319
5282,CTAGE5,0.099589631,6.494132042,6.494132042
3634,RNASEH2A,0.124382041,-6.495833397,6.495833397
2972,CD200,0.106770821,6.496937752,6.496937752
1023,MAL,0.142898969,6.497177839,6.497177839
293,QPCT,0.067852125,6.497508526,6.497508526
143,MET,0.15666908,-6.50407505,6.50407505
5283,RFC4,0.104520906,-6.5067873,6.5067873
3266,LOC100128176,0.079548724,6.507920265,6.507920265
1273,PAH,0.063219711,6.514520645,6.514520645
917,PLS1,0.172147185,6.522516251,6.522516251
3412,ITGBL1,0.086392224,6.537149429,6.537149429
449,WLS,0.168466181,-6.540263176,6.540263176
3712,LINGO1,0.12972182,6.542107582,6.542107582
3995,MMP15,0.13952522,6.543279648,6.543279648
4412,LOC100130429,0.078507431,6.558436871,6.558436871
5291,APBB1IP,0.145626739,6.559126854,6.559126854
2558,C20orf197,0.135315962,6.55980587,6.55980587
1633,ESAM,0.222350173,6.560742378,6.560742378
5685,FAM85A,0.153283596,-6.560868263,6.560868263
795,NLRC3,0.05508808,6.561774254,6.561774254
1451,FZD7,0.053184614,-6.565590382,6.565590382
4096,SLC9A9,0.065239482,-6.566558361,6.566558361
559,ALOX5AP,0.036106467,-6.566934109,6.566934109
5724,LRRC4,0.131825134,6.569090843,6.569090843
1213,C14orf132,0.10103637,-6.571222305,6.571222305
3136,PRRX2,0.014447622,-6.575189188,6.575189188
308,CORO1A,0.089347154,6.576010704,6.576010704
4550,PDIA3,0.088951889,-6.58072567,6.58072567
5584,Sep-11,0.199738242,-6.582620621,6.582620621
2306,GFI1,0.117221616,6.594331741,6.594331741
329,TJP1,0.164929606,-6.598464012,6.598464012
297,NPNT,0.077926673,6.598814726,6.598814726
585,NTS,0.198420815,6.60014534,6.60014534
4767,TRIML2,0.072007701,6.608672142,6.608672142
1155,INHBB,0.213421836,-6.614971161,6.614971161
949,PCDHA1 /// PCDHA10 /// PCDHA11 /// PCDHA12 /// PCDHA13 /// PCDHA2 /// PCDHA3 /// PCDHA4 /// PCDHA5 /// PCDHA6 /// PCDHA7 /// PCDHA8 /// PCDHA9 /// PCDHAC1 /// PCDHAC2,0.071894713,6.615317822,6.615317822
5558,COL6A6,0.115379773,6.615871429,6.615871429
4921,ACOT1 /// ACOT2,0.123252381,-6.61975956,6.61975956
5730,C20orf24,0.152119864,-6.62273407,6.62273407
5173,FAM3C,0.11508733,-6.628938675,6.628938675
5006,SLC19A2,0.108039994,-6.629288197,6.629288197
4970,IL10,0.150293313,6.630807877,6.630807877
4442,SCARB1,0.120591603,-6.631002426,6.631002426
739,VEGFC,0.128073096,-6.632906616,6.632906616
2658,ST6GALNAC3,0.12070217,-6.636079788,6.636079788
3971,MANEAL,0.398711644,6.645125806,6.645125806
4865,SLC2A12,0.083134204,6.64704895,6.64704895
798,LIN28A,0.076226294,6.648347378,6.648347378
5159,ASAP1,0.256561298,-6.658280373,6.658280373
5036,FLVCR1,0.13385582,-6.661444187,6.661444187
5371,DENND5A,0.153976545,-6.662709236,6.662709236
3879,ARHGAP4,0.127158158,6.663501263,6.663501263
760,MYO1G,0.149205588,-6.667814374,6.667814374
5647,ZNF559,0.10338252,-6.672033787,6.672033787
1133,GSTT1,0.326625012,-6.673764706,6.673764706
1550,PTPRF,0.120351687,6.679210812,6.679210812
4885,PSG3,0.120278791,6.680183411,6.680183411
2174,BTN3A2 /// BTN3A3,0.085218616,-6.688901901,6.688901901
1977,EIF4A2,0.192268625,-6.695345879,6.695345879
4960,SELT,0.127423164,-6.697683334,6.697683334
4047,LOC284801,0.241834521,-6.700277328,6.700277328
4171,IVL,0.130351216,6.700456619,6.700456619
2483,CNFN,0.139757127,6.701654434,6.701654434
2779,MEIS1,0.234343946,6.707743168,6.707743168
908,NEXN,0.083731055,6.708744884,6.708744884
1360,FAM83D,0.124040026,-6.711498737,6.711498737
1186,CYP4F3,0.069724113,-6.713701248,6.713701248
2383,OSMR,0.14354603,-6.714012861,6.714012861
2698,TET1,0.219657086,6.720527589,6.720527589
860,HSPB1,0.11519514,-6.729046822,6.729046822
2873,FBXL7,0.117432646,-6.729064465,6.729064465
5556,FCRLB,-0.01204811,-6.729664326,6.729664326
3027,RAB17,0.113209784,-6.733061373,6.733061373
4023,PCSK9,0.065309092,-6.73361741,6.73361741
2982,TMEM132C,0.243731909,6.733745575,6.733745575
3458,LAIR2,0.237438031,6.738682985,6.738682985
5391,CCRN4L,0.196640313,6.742481112,6.742481112
1592,C1orf115,0.180757321,6.744031906,6.744031906
3449,KIAA1949,0.116064735,-6.745752335,6.745752335
1420,BCL11B,0.110721648,6.760264397,6.760264397
667,MFAP4,0.079300821,6.762049675,6.762049675
357,GATA6,0.111502945,-6.763798237,6.763798237
4420,KLHL5,0.219473459,-6.763867378,6.763867378
1829,F2RL1,0.119677603,-6.766352654,6.766352654
3537,PCDHGA4,0.025412872,-6.768137455,6.768137455
2002,C21orf63,0.102632277,6.771226823,6.771226823
3724,FLNA,0.167962469,-6.772087097,6.772087097
4022,SLC35F3,0.180870503,6.772695541,6.772695541
4786,SLCO2A1,0.217888325,6.774217844,6.774217844
405,RIN2,0.07831502,-6.774683952,6.774683952
5161,DDA1,0.138794817,-6.774736404,6.774736404
1087,PTPRCAP,0.155066952,6.77511692,6.77511692
1494,NLRP1,0.141946524,-6.775375366,6.775375366
709,SERPINB7,0.037693746,-6.779473305,6.779473305
5411,MYO7A,0.092774302,6.785750866,6.785750866
773,DEPDC1B,0.173423558,-6.785779595,6.785779595
1748,RAB11FIP1,-0.001660764,-6.788740635,6.788740635
4584,TCAP,0.06731908,6.79203701,6.79203701
3462,GSTM4,0.212719843,6.795100808,6.795100808
1392,ABCB1 /// ABCB4,0.170676813,6.799508214,6.799508214
716,ACTA2,0.071069345,-6.801005363,6.801005363
402,PLOD2,0.077210195,-6.803460121,6.803460121
381,TMEM47,0.064157054,6.807086468,6.807086468
1691,CD55,0.136507764,-6.818195343,6.818195343
4546,MMRN2,0.127172545,-6.826695919,6.826695919
5868,GAGE1,0.006600529,6.829155922,6.829155922
3118,NACC2,0.056334268,-6.830662727,6.830662727
4583,NR0B2,0.100585699,-6.832163334,6.832163334
4282,C1orf112,0.179342702,6.833643556,6.833643556
1708,CSF2RA,0.130021952,6.834868431,6.834868431
2900,CRMP1,0.252232663,-6.837895155,6.837895155
488,PPP1R16B,-0.002330959,-6.838651061,6.838651061
5553,CEP170 /// CEP170P1,0.128354862,-6.843396187,6.843396187
2326,SGIP1,0.170095295,6.847328186,6.847328186
5541,MUC2,0.080295175,6.849995613,6.849995613
2001,CHSY3,0.211649485,6.85097599,6.85097599
2689,MCM2,0.054370299,-6.851140976,6.851140976
741,TRAF3IP3,0.16283787,6.852197647,6.852197647
4569,HRCT1,0.1569383,6.853014946,6.853014946
3426,EHD3,0.23000446,-6.856630653,6.856630653
2338,WWTR1,0.105806459,-6.864313126,6.864313126
2034,GREM2,0.100157797,6.865859032,6.865859032
2107,SFRP4,0.093492925,6.866627693,6.866627693
4347,IQGAP1,0.149529066,-6.868374825,6.868374825
1408,CYYR1,0.085220493,6.868407726,6.868407726
693,FAM129A,0.103545442,-6.87050724,6.87050724
88,SLC40A1,0.055662431,-6.882628441,6.882628441
2535,ELANE,0.10357742,6.885010719,6.885010719
95,TYROBP,0.043948457,6.886003852,6.886003852
848,ZNF423,0.146086156,6.886959076,6.886959076
4252,FAM19A1,0.171262242,6.888905525,6.888905525
5750,GLRB,0.287048183,6.889660835,6.889660835
4138,SLC1A3,0.177420422,6.892615318,6.892615318
704,PAPSS2,0.23173181,-6.895087242,6.895087242
1057,GLDC,0.253970563,6.899798155,6.899798155
1340,C12orf75,0.163171858,-6.904055119,6.904055119
316,COL5A1,0.208181396,-6.904079676,6.904079676
785,GAGE1 /// GAGE12F /// GAGE12G /// GAGE12I /// GAGE12J /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7,0.14369271,-6.904119015,6.904119015
550,CCR7,0.072170548,6.910723686,6.910723686
420,HSD17B2,0.10560485,6.912074089,6.912074089
5275,GJC1,0.024015993,6.916786194,6.916786194
2380,G6PD,0.063309163,-6.921189308,6.921189308
