"","test","train","genes","five_fold"
"1",0.856222311719694,0.944682675814751,400,1
"2",0.817156665324205,0.997855917667238,500,1
"3",0.838501812323802,0.998713550600343,600,1
"4",0.853344768439108,0.939991945227547,400,2
"5",0.83147512864494,0.996375352396295,500,2
"6",0.8426243567753,0.999194522754732,600,2
