,learning times,layer,node,learning rate,gene number,tr-fold-1,tr-fold-2,tr-fold-3,tr-fold-4,tr-fold-5,te-fold-1,te-fold-2,te-fold-3,te-fold-4,te-fold-5
0,1000,3,1000 500 50,0.005,30,0.5424408912658691,0.9762028455734253,0.540636420249939,0.971222996711731,0.9743428826332092,0.5352396368980408,0.9618353247642517,0.5421940684318542,0.9576988220214844,0.9526184797286987
1,1000,3,1000 1000 1000,0.005,30,0.9790962934494019,0.979216456413269,0.9708920121192932,0.9764362573623657,0.9700492024421692,0.9573097229003906,0.958833634853363,0.9556962251663208,0.9589678645133972,0.9347464442253113
2,1000,3,1000 500 500,0.005,30,0.9741342663764954,0.9721500277519226,0.9833072423934937,0.9850901961326599,0.9785317778587341,0.9573097229003906,0.9532589912414551,0.9616034030914307,0.9598138928413391,0.9588528871536255
3,1000,3,1000 1000 500,0.005,30,0.9742398858070374,0.9779694676399231,0.9701617360115051,0.9750807881355286,0.9718295335769653,0.9524768590927124,0.9592624306678772,0.9607595205307007,0.9568527936935425,0.9542809724807739
4,1000,3,500 250 50,0.005,30,0.9762457609176636,0.9721500277519226,0.9775691032409668,0.9740381836891174,0.9773798584938049,0.956504225730896,0.9579759836196899,0.9611814618110657,0.9615059494972229,0.9501246809959412
5,1000,3,500 500 500,0.005,30,0.9743454456329346,0.9711108803749084,0.9773604869842529,0.9782087206840515,0.977903425693512,0.9556987285614014,0.9592624306678772,0.9666666388511658,0.9682741165161133,0.9492934346199036
6,1000,3,500 1000 50,0.005,30,0.9730785489082336,0.9710069894790649,0.540636420249939,0.9571473002433777,0.9709917306900024,0.956504225730896,0.9493996500968933,0.5421940684318542,0.9386633038520813,0.9534497261047363
7,1000,3,500 1000 500,0.005,30,0.9811021685600281,0.9711108803749084,0.9738132357597351,0.9739338755607605,0.9721437096595764,0.9295207262039185,0.9622641801834106,0.9578059315681458,0.9640439748764038,0.9513715505599976
8,1000,3,500 250 500,0.005,30,0.982474684715271,0.9748519062995911,0.9761084914207458,0.972474217414856,0.9843962788581848,0.9573097229003906,0.9605488777160645,0.9607595205307007,0.961082935333252,0.9659185409545898
9,1000,3,500 500 50,0.005,30,0.5424408912658691,0.5422425270080566,0.971726655960083,0.971222996711731,0.5406848788261414,0.5352396368980408,0.5355917811393738,0.9556962251663208,0.9593908786773682,0.5419783592224121
10,1000,3,1500 1000 500,0.005,30,0.9788851141929626,0.9793204069137573,0.9702660441398621,0.9817537069320679,0.9714106321334839,0.9556987285614014,0.9545454382896423,0.9590717554092407,0.961082935333252,0.9596841335296631
11,1000,3,1500 1500 1500,0.005,30,0.978462815284729,0.9781773090362549,0.9833072423934937,0.9844645857810974,0.9819876551628113,0.9605315923690796,0.9622641801834106,0.9654008150100708,0.9640439748764038,0.9588528871536255
12,1000,3,1500 1000 50,0.005,30,0.5424408912658691,0.9433648586273193,0.540636420249939,0.5387342572212219,0.9708870053291321,0.5352396368980408,0.9313893914222717,0.5421940684318542,0.5499153733253479,0.9476309418678284
13,1000,4,2000 2000 500 50,0.005,30,0.9542863368988037,0.5422425270080566,0.8305686116218567,0.9704931974411011,0.8373651504516602,0.9440193176269531,0.5355917811393738,0.9434599280357361,0.9589678645133972,0.8848711848258972
14,1000,4,2000 1000 500 50,0.005,30,0.9765625,0.9790086150169373,0.973187267780304,0.976749062538147,0.5406848788261414,0.9512686133384705,0.9656946659088135,0.9594936966896057,0.9619289636611938,0.5419783592224121
15,1000,4,2000 1000 1000 500,0.005,30,0.9762457609176636,0.9807752370834351,0.979551374912262,0.5387342572212219,0.5406848788261414,0.9540877938270569,0.9596912264823914,0.9624472856521606,0.5499153733253479,0.5419783592224121
16,1000,4,2000 2000 1000 500,0.005,30,0.97265625,0.9720461368560791,0.9774647951126099,0.9798769950866699,0.982197105884552,0.9593234062194824,0.9485419988632202,0.9675105214118958,0.9585448503494263,0.9621778726577759
17,1000,4,2000 1000 500 500,0.005,30,0.9899704456329346,0.9711108803749084,0.9748565554618835,0.9735168218612671,0.5406848788261414,0.9629480242729187,0.9545454382896423,0.9578059315681458,0.9585448503494263,0.5419783592224121
18,1000,4,1000 1000 1000 1000,0.005,30,0.9718116521835327,0.9794242978096008,0.9742305874824524,0.9778959155082703,0.973400354385376,0.9524768590927124,0.9605488777160645,0.9544304013252258,0.9615059494972229,0.9526184797286987
19,1000,4,1000 2000 1000 500,0.005,30,0.9771959185600281,0.9719422459602356,0.9770474433898926,0.9713273048400879,0.9807309508323669,0.9561014771461487,0.9609776735305786,0.9586498141288757,0.960659921169281,0.9638404250144958
20,1000,4,1000 2000 500 50,0.005,30,0.5424408912658691,0.9738127589225769,0.540636420249939,0.5387342572212219,0.9766467809677124,0.5352396368980408,0.9579759836196899,0.5421940684318542,0.5499153733253479,0.9613466262817383
21,1000,4,1500 2000 500 50,0.005,30,0.9778293967247009,0.7927880883216858,0.820448637008667,0.9711187481880188,0.9704681038856506,0.9548932909965515,0.9275299906730652,0.9299578070640564,0.9369712471961975,0.9546965956687927
22,1000,4,1500 1500 500 50,0.005,30,0.5424408912658691,0.5422425270080566,0.540636420249939,0.5387342572212219,0.7609173655509949,0.5352396368980408,0.5355917811393738,0.5421940684318542,0.5499153733253479,0.8861180543899536
23,1000,4,1500 1000 500 50,0.005,30,0.5424408912658691,0.5422425270080566,0.540636420249939,0.9758106470108032,0.9724578261375427,0.5352396368980408,0.5355917811393738,0.5421940684318542,0.9560067653656006,0.9538653492927551
24,1000,4,1500 500 500 50,0.005,30,0.5424408912658691,0.9726696610450745,0.9762128591537476,0.5391513109207153,0.9716200828552246,0.5352396368980408,0.9566895365715027,0.9599156379699707,0.5499153733253479,0.9638404250144958
25,1000,4,1500 2000 1500 1500,0.005,30,0.9741342663764954,0.9785929322242737,0.9839332103729248,0.9747679829597473,0.9760184288024902,0.9468384981155396,0.9549742937088013,0.9582278728485107,0.9361252188682556,0.9596841335296631
26,1000,4,1500 2000 1500 50,0.005,30,0.5424408912658691,0.5422425270080566,0.540636420249939,0.5387342572212219,0.5406848788261414,0.5352396368980408,0.5355917811393738,0.5421940684318542,0.5499153733253479,0.5419783592224121
27,1000,4,500 1000 500 50,0.005,30,0.8385768532752991,0.7497661709785461,0.9701617360115051,0.5405067205429077,0.9713059067726135,0.8433346748352051,0.8040308952331543,0.9599156379699707,0.5511844158172607,0.9559434652328491
28,1000,4,500 2000 1500 50,0.005,30,0.5424408912658691,0.5422425270080566,0.540636420249939,0.5387342572212219,0.5406848788261414,0.5352396368980408,0.5355917811393738,0.5421940684318542,0.5499153733253479,0.5419783592224121
29,1000,4,500 1000 2000 500,0.005,30,0.974556565284729,0.9741244912147522,0.9772561192512512,0.9744552373886108,0.9721437096595764,0.9593234062194824,0.9511149525642395,0.9603375792503357,0.9615059494972229,0.9571903347969055
