,0,1,2,3
0,GSM253210,0,12.289244651794434,-22.25637435913086
1,GSM253216,0,7.494143009185791,-7.034542083740234
2,GSM256745,0,1.0660419464111328,-1.0558104515075684
3,GSM256746,0,4.327078342437744,-4.773845195770264
4,GSM256747,0,11.975433349609375,-8.586858749389648
5,GSM256748,0,6.355339050292969,-7.1991472244262695
6,GSM256749,0,5.820308208465576,-8.297471046447754
7,GSM256750,0,12.961079597473145,-16.088600158691406
8,GSM257187,0,0.7266044616699219,-1.1288195848464966
9,GSM257190,0,11.782496452331543,-9.265543937683105
10,GSM257249,1,-9.372176170349121,3.2077324390411377
11,GSM257525,0,6.329801559448242,-2.898953676223755
12,GSM257526,0,5.722515106201172,-2.4881246089935303
13,GSM257527,0,8.386761665344238,-6.946954727172852
14,GSM257528,0,-0.3418869376182556,-2.344874382019043
15,GSM257660,0,-0.5091317296028137,-0.6823445558547974
16,GSM257661,0,6.202925682067871,-5.135728359222412
17,GSM257471,1,-2.646881103515625,1.5870479345321655
18,GSM257472,1,-2.6250553131103516,3.9222373962402344
19,GSM259831,1,-6.7386474609375,6.412536144256592
20,GSM259832,1,-13.762672424316406,9.590374946594238
21,GSM259833,1,-5.876154899597168,9.456086158752441
22,GSM259834,1,-3.7839951515197754,2.905251979827881
23,GSM259835,1,-5.884664058685303,3.394869327545166
24,GSM259836,1,-10.696260452270508,4.139328956604004
25,GSM260250,1,-5.956346035003662,5.303954124450684
26,GSM260251,1,-3.1995174884796143,5.142665386199951
27,GSM260252,1,-3.70041561126709,2.9526374340057373
28,GSM260253,1,-6.838207244873047,4.319107532501221
29,GSM260254,0,0.26064637303352356,-0.6576371192932129
30,GSM260257,1,-5.9091997146606445,4.121436595916748
31,GSM260249,1,-4.050374507904053,5.9540486335754395
32,GSM260533,1,3.8692855834960938,19.834569931030273
33,GSM260534,1,-23.97100830078125,7.812718391418457
34,GSM260535,1,-913.3919067382812,957.7540893554688
35,GSM263933,0,7.987743377685547,-2.2584993839263916
36,GSM263934,0,10.899725914001465,-6.828386306762695
37,GSM263935,0,-0.49263569712638855,-1.2002493143081665
38,GSM263936,0,12.555327415466309,-15.163626670837402
39,GSM265494,0,8.86747932434082,-7.374830722808838
40,GSM265495,0,10.215312957763672,-31.41205406188965
41,GSM265496,0,1.6226698160171509,-1.7941761016845703
42,GSM265497,0,17.338350296020508,-4.749581336975098
43,GSM265498,0,10.474547386169434,-3.8001413345336914
44,GSM265499,0,-0.05843121558427811,-2.3778953552246094
45,GSM264756,0,34.731449127197266,-10.674006462097168
46,GSM264757,0,6.229379653930664,-11.793426513671875
47,GSM264758,0,17.077749252319336,-8.441780090332031
48,GSM265052,0,35.41751480102539,-36.508731842041016
49,GSM265053,0,26.0385799407959,-19.083112716674805
