"","test","train","genes","five_fold"
"1",0.880345394736842,0.893682101044194,300,1
"2",0.879542670477746,0.893279797125951,300,2
"3",0.883001271725307,0.895122461796106,300,3
"4",0.87345019238991,0.896594944641738,300,4
"5",0.882604970008569,0.894039043741518,300,5
